ID,Description_Lang_enUS
1622,Forge Camp: Fear
1623,Garadar
1624,Halaa
1625,Kil'sorrow Fortress
1626,Mag'har Post
1627,Pools of Aggonar
1628,Ruins of Sha'naar
1629,Temple of Telhamat
1630,The Legion Front
1631,The Stair of Destiny
1632,Thrallmar
1633,Throne of Kil'jaeden
1634,Zeth'Gor
1635,Den of Haal'esh
1636,Fallen Sky Ridge
1638,Void Ridge
1639,The Warp Fields
1641,Forge Camp: Mageddon
1647,Marshlight Lake
1648,Quagg Ridge
1649,Telredor
1650,The Dead Mire
1651,The Lagoon
1652,Twin Spire Ruins
1653,Umbrafen Village
1654,Sporeggar
1655,Ango'rosh Stronghold
1656,Bloodscale Grounds
1657,Orebor Harborage
1658,The Spawning Glen
1659,Zabra'jin
1667,Darkcrest Shore
1668,Shadowmoon Village
1669,The Black Temple
1670,The Deathforge
1671,The Hand of Gul'dan
1672,Warden's Cage
1673,Wildhammer Stronghold
1674,Altar of Sha'tar
1675,Illidari Point
1679,Netherwing Fields
1688,Bloodmaul Outpost
1689,Broken Wilds
1690,Circle of Blood
1691,Death's Door
1692,Forge Camp: Anger
1693,Forge Camp: Terror
1694,Forge Camp: Wrath
1695,Grishnath
1696,Gruul's Lair
1697,Jagged Ridge
1698,Mok'Nathal Village
1699,Raven's Wood
1700,Razor Ridge
1701,Ruuan Weald
1702,Skald
1703,Sylvanaar
1704,Crystal Spine
1705,Thunderlord Stronghold
1706,Veil Lashh
1707,Vekhaar Stand
1708,Vortex Pinnacle
1713,Laughing Skull Ruins
1714,Spirit Fields
1715,Sunspring Post
1716,Telaar
1717,The Ring of Trials
1718,Throne of the Elements
1719,Warmaul Hill
1720,Burning Blade Ruins
1721,Clan Watch
1722,Forge Camp: Hate
1723,Southwind Cleft
1724,The Twilight Ridge
1725,Windyreed Pass
1726,Windyreed Village
1727,Zangar Ridge
1729,Grangol'var Village
1731,Stonebreaker Hold
1732,Tuurem
1733,Shattrath City
1734,Raastok Glade
1735,The Barrier Hills
1736,Razorthorn Shelf
1737,Bonechewer Ruins
1738,Auchenai Grounds
1739,Carrion Hill
1740,Refugee Caravan
1741,Ring of Observance
1742,Shadow Tomb
1743,Derelict Caravan
1745,Veil Rhaze
1746,Writhing Mound
1747,Skettis
1762,Manaforge Ara
1763,Manaforge Ultris
1764,Ruins of Farahlon
1765,Tempest Keep
1766,The Heap
1767,Arklon Ruins
1768,Celestial Ridge
1770,Kirin'Var Village
1771,Netherstone
1772,Ruins of Enkaat
1773,Sunfury Hold
1775,The Stormspire
1776,Gyro-Plank Bridge
1777,Eco-Dome Farfield
1778,Ethereum Staging Grounds
1779,Socrethar's Seat
1780,Forge Base: Oblivion
1781,Eco-Dome Midrealm
1782,Hellfire Peninsula
1783,Zangarmarsh
1784,Terokkar Forest
1785,Nagrand
1786,Blade's Edge Mountains
1787,Netherstorm
1788,Shadowmoon Valley
1789,Sun's Reach Harbor
1791,Dawnstar Village
1792,Sunwell Plateau
1793,Magisters' Terrace
1794,Greengill Coast
1795,The Dead Scar
1796,Isle of Quel'Danas
1800,"Complete the Avast Ye, Admiral quest"
1801,Return 5 flags in a single battle
1802,3 captures and no death
1803,Tower A1 owned by the Alliance
1804,Tower A1 owned by the Alliance
1805,Tower A3 owned by the Alliance
1806,Tower A4 owned by the Alliance
1807,Tower H1 owned by the Alliance
1808,Tower H2 owned by the Alliance
1809,Tower H3 owned by the Alliance
1810,Tower H4 owned by the Alliance
1811,Galvagar and Drek'Thar survive
1812,Tower A1 owned by the Horde
1813,Tower A1 owned by the Horde
1814,Tower A3 owned by the Horde
1815,Tower A4 owned by the Horde
1816,Tower H1 owned by the Horde
1817,Tower H2 owned by the Horde
1818,Tower H3 owned by the Horde
1819,Tower H4 owned by the Horde
1820,30 hks in arathi
1821,30 hks in av
1822,30 hks in eots
1823,30 hks in wsg
1824,win warsong
1825,win av
1826,win av
1827,Loken
1829,Win 200 ranked arena matches
1830,Win 300 ranked arena matches
1831,Create 500 Heavy Frostweave Bandages
1832,Make Delicious Chocolate Cake
1835,Steelscale Crushfish
1837,103 Pound Mightfish
1838,22 Pound Lobster
1839,15 Pound Mud Snapper
1840,52 Pound Redgill
1841,29 Pound Salmon
1842,68 Pound Grouper
1843,32 Pound Catfish
1844,Rockhide Strongfish
1846,Dark Herring
1847,Ivory Raptor
1848,Mottled Red Raptor
1849,Palomino
1850,White Stallion
1851,Red Wolf
1852,Arctic Wolf
1853,Frostsaber
1854,Nightsaber
1855,Green Kodo
1856,Teal Kodo
1857,Black Ram
1858,Frost Ram
1859,Icy Blue Mechanostrider Mod A
1860,White Mechanostrider Mod B
1863,Fiery Warhorse's Reins
1867,Swift Nether Drake
1868,Merciless Nether Drake
1869,Vengeful Nether Drake
1870,Journeyman Riding
1871,Expert Riding
1872,Apprentice Riding
1873,Artisan Riding
1874,Cenarion War Hippogryph
1875,Exalted with Sha'tari Skyguard 
1877,Exalted with Ogri'la
1878,Exalted with Shattered Sun Offensive
1879,Exalted with Netherwing
1880,Exalted with the Kurenai
1881,Exalted with the Sporeggar
1882,Exalted with The Mag'har
1883,Exalted with the Consortium
1884,Exalted with The Scryers
1886,Crocolisks in the City
1887,Bait Bandits
1888,Felblood Fillet
1889,The One That Got Away
1890,Shrimpin' Ain't Easy
1891,Revenge is Tasty
1892,Super Hot Stew
1893,Manalicious
1894,Soup for the Soul
1896,Hero of the Stormpike Guard
1899,Knight of Arathor
1901,Silverwing Sentinel
1902,Call to Arms: Arathi Basin
1903,Call to Arms: Alterac Valley
1904,Call to Arms: Eye of the Storm
1905,Call to Arms: Warsong Gulch
1906,Call to Arms: Arathi Basin
1907,Call to Arms: Alterac Valley
1908,Call to Arms: Eye of the Storm
1909,Call to Arms: Warsong Gulch
1910,Elder Wildmane in Zul'Farrak
1911,Elder Starsong in the Sunken Temple
1912,Elder Splitrock in Maraudon
1913,Elder Stonefort in Blackrock Spire
1914,Elder Morndeep in Blackrock Depths
1915,Elder Farwhisper in Stratholme
1916,Elder Runetotem in Razor Hill
1917,Elder Skygleam in Azshara
1918,Elder Moonwarden in The Crossroads
1919,Elder High Mountain in Camp Taurajo
1920,Elder Windtotem in Ratchet
1922,Elder Goldwell in Kharanos
1923,Elder Bellowrage in Blasted Lands
1924,Elder Stormbrow in Goldshire
1925,Elder Meadowrun in Western Plaguelands
1926,Elder Starglade in Zul'Gurub
1927,Elder Winterhoof in Booty Bay
1934,Elders of Eastern Kingdoms
1935,Elders of Kalimdor
1936,Elders of the Dungeons
1937,Elder Silvervein in Thelsamar
1938,Elder Skychaser in Sentinel Hill
1939,Elder Rumblerock in Burning Steppes
1940,Elder Dawnstrider in Flame Crest
1941,Elder Highpeak in The Hinterlands
1942,Elder Ironband in Searing Gorge
1944,Elder Graveborn in Brill
1945,Elder Obsidian in The Sepulcher
1946,Elder Windrun in Eastern Plaguelands
1947,Elder Snowcrown in Light's Hope Chapel
1950,Elder Moonstrike in Scholomance
1951,Elder Bladeleaf in Dolanaar
1952,Elder Starweave in Auberdine
1953,Elder Bloodhoof in Bloodhoof Village
1954,Elder Riversong in Astranaar
1955,Elder Grimtotem in Feralas
1956,Elder Mistwalker in Dire Maul
1957,Elder Nightwind in Felwood
1958,Elder Skyseer in Freewind Post
1959,Elder Morningdew in Mirage Raceway
1960,Elder Ragetotem in Tanaris
1961,Elder Dreamseer in Gadgetzan
1962,Elder Thunderhorn in Un'Goro
1963,Elder Brightspear in Winterspring
1964,Elder Stonespire in Everlook
1965,Elder Primestone in Silithus
1966,Elder Bladesing in Cenarion Hold
1991,Elder Darkhorn in Orgrimmar
1992,Elder Wheathoof in Thunder Bluff
1993,Elder Darkcore in Undercity
1997,Elder Bronzebeard in Ironforge
1998,Elder Hammershout in Stormwind
1999,Elder Bladeswift in Darnassus
2000,Elders of the Horde
2001,Elders of the Alliance
2002,
2003,Complete Elune's Blessing
2004,Post-partum Aggression
2005,The Ultimate Bloodsport
2006,The Green Hills of Stranglethorn
2007,Big Game Hunter
2008,The Green Hills of Stranglethorn
2009,Hills Like White Elekk
2010,The Snows of Northrend
2011,Exalted with Timbermaw Hold
2012,Exalted with the Sporeggar
2013,Exalted with the Kurenai
2014,Exalted with Timbermaw Hold
2015,Exalted with the Sporeggar
2016,Exalted with the The Mag'har
2017,Timbermaw Exalted
2020,Argent Dawn exalted
2022,Argent Crusade exalted
2023,The Argent Dawn
2024,The Argent Crusade
2030,Exalted Stormwind
2031,Exalted Ironforge
2032,Exalted Darnassus
2033,Exalted Gnomeregan Exiles
2034,Exalted Exodar
2035,The Kalu'ak exalted
2036,Frenzyheart Tribe exalted
2037,The Oracles exalted
2039,The Oracles
2040,Frenzyheart Tribe
2041,Krik'thir the Gatewatcher
2042,Hadronox
2043,Anub'arak
2044,Boulder'gor
2045,Exalted with Cenarion Circle
2046,Exalted with Cenarion Expedition
2048,Exalted with the Hydraxian Waterlords
2049,Exalted with the Brood of Nozdormu
2050,Exalted with the Zandalar Tribe
2051,Exalted with the Ashtongue Deathsworn
2052,Exalted with The Scale of the Sands
2053,Exalted with The Violet Eye
2054,Chicken Party!
2055,Kartak's Rampage
2056,Tools of War
2057,Secret Strength of the Frenzyheart
2058,The Heartblood's Strength
2059,Strength of the Tempest
2060,Rejek: First Blood
2061,A Hero's Headgear
2062,Appeasing the Great Rain Stone
2063,Will of the Titans
2064,Mastery of the Crystals
2065,Power of the Great Ones
2066,Song of Reflection
2067,Song of Wind and Water
2068,A Cleansing Song
2069,Song of Fecundity
2070,Upset Tummy
2071,"Ashenvale, Astranaar"
2072,65 yards without dying
2073,"Azuremyst Isle, Azure Watch"
2074,"Bloodmyst Isle, Blood Watch"
2075,"Darkshore, Auberdine"
2076,"Darnassus, Craftsmen's Terrace"
2077,"Desolace, Nijel's Point"
2078,"Dustwallow Marsh, Theramore Isle"
2079,"Exodar, Seat of the Naaru"
2080,"Feralas, Feathermoon Stronghold"
2081,"Stonetalon Mountains, Stonetalon Peak"
2082,"Teldrassil, Dolanaar"
2083,"Barrens, Ratchet"
2084,"Dustwallow Marsh, Mudsprocket"
2085,"Silithus, Cenarion Hold"
2086,"Tanaris, Gadgetzan"
2087,"Winterspring, Everlook"
2099,"Barrens, Ratchet"
2100,"Dustwallow Marsh, Mudsprocket"
2101,"Silithus, Cenarion Hold"
2102,"Tanaris, Gadgetzan"
2103,"Winterspring, Everlook"
2104,The Cryo-Core
2105,"Ashenvale, Splintertree Post"
2106,"Barrens, Camp Taurajo"
2107,"Barrens, The Crossroads"
2108,"Desolace, Shadowprey Village"
2109,"Durotar, Razor Hill"
2110,"Dustwallow Marsh, Brackenwall Village"
2111,"Feralas, Camp Mojache"
2112,"Mulgore, Bloodhoof Village"
2113,"Orgrimmar, Valley of Strength"
2114,"Stonetalon Mountains, Sun Rock Retreat"
2115,"Thunder Bluff, Lower Rise"
2132,"Dun Morogh, Kharanos"
2133,"Duskwood, Darkshire"
2134,"Elwynn Forest, Goldshire"
2135,"Hillsbrad Foothills, Southshore"
2136,"Hinterlands, Aerie Peak"
2137,"Ironforge, The Commons"
2138,"Loch Modan, Thelsamar"
2139,"Redridge Mountains, Lakeshire"
2140,"Stormwind, The Trade District"
2141,"Westfall, Sentinel Hill"
2142,"Wetlands, Menethil Harbor"
2143,"Eastern Plaguelands, Light's Hope Chapel"
2144,"Stranglethorn Vale, Booty Bay"
2145,"Eastern Plaguelands, Light's Hope Chapel"
2146,"Stranglethorn Vale, Booty Bay"
2147,"Arathi Highlands, Hammerfall"
2148,"Badlands, Kargath"
2149,"Eversong Woods, Fairbreeze Village"
2150,"Eversong Woods, Falconwing Square"
2151,"Ghostlands, Tranquillien"
2152,"Hillsbrad Foothills, Tarren Mill"
2153,"Hinterlands, Revantusk Village"
2154,"Silvermoon, The Bazaar"
2155,"Silvermoon, The Royal Exchange"
2156,"Silverpine Forest, The Sepulcher"
2157,"Stranglethorn Vale, Grom'gol Base Camp"
2158,"Swamp of Sorrows, Stonard"
2159,"Tirisfal Glades, Brill"
2160,"Undercity, The Trade Quarter"
2161,"Thousand Needles, Freewind Post"
2195,"Blade's Edge Mountains, Sylvanaar"
2196,"Blade's Edge Mountains, Toshley's Station"
2197,"Hellfire Peninsula, Honor Hold"
2198,"Hellfire Peninsula, Temple of Telhamat"
2199,"Nagrand, Telaar"
2200,"Shadowmoon Valley, Wildhammer Stronghold"
2201,"Terokkar Forest, Allerian Stronghold"
2202,"Zangarmarsh, Orebor Harborage"
2203,"Zangarmarsh, Telredor"
2204,"Blade's Edge Mountains, Evergrove"
2205,"Netherstorm, Area 52"
2206,"Netherstorm, The Stormspire"
2207,"Shattrath City, Aldor Rise or Scryer's Tier"
2209,"Zangarmarsh, Cenarion Refuge"
2210,"Shadowmoon Valley, Altar of Sha'tar or Sanctum of the Stars"
2211,"Blade's Edge Mountains, Evergrove"
2212,"Netherstorm, Area 52"
2213,"Netherstorm, The Stormspire"
2214,"Shattrath City, Aldor Rise or Scryer's Tier"
2215,"Zangarmarsh, Cenarion Refuge"
2216,"Shadowmoon Valley, Altar of Sha'tar or Sanctum of the Stars"
2217,"Blade's Edge Mountains, Mok'Nathal Village"
2218,"Blade's Edge Mountains, Thunderlord Stronghold"
2219,"Hellfire Peninsula, Falcon Watch"
2220,"Nagrand, Garadar"
2221,"Hellfire Peninsula, Thrallmar"
2222,"Shadowmoon Valley, Shadowmoon Village"
2223,"Terokkar Forest, Stonebreaker Hold"
2224," Zangarmarsh, Zabra'jin"
2225,Tricks and Treats of Kalimdor
2226,Tricks and Treats of Eastern Kingdoms
2227,Tricks and Treats of Outland
2228,Tricks and Treats of Kalimdor
2229,Tricks and Treats of Eastern Kingdoms
2230,Tricks and Treats of Outland
2231,Handful of Candy
2232,Complete 5 daily quests
2233,Complete 50 daily quests
2234,Complete 200 daily quests
2235,Complete 500 daily quests
2236,Complete 1000 daily quests
2238,Veil Ruuan
2239,Complete 3000 quests
2260,Flimsy Female Blood Elf Mask
2261,Flimsy Female Draenei Mask
2262,Flimsy Female Dwarf Mask
2263,Flimsy Female Gnome Mask
2264,Flimsy Female Human Mask
2265,Flimsy Female Nightelf Mask
2266,Flimsy Female Orc Mask
2267,Flimsy Female Tauren Mask
2268,Flimsy Female Troll Mask
2269,Flimsy Female Undead Mask
2270,Flimsy Male Blood Elf Mask
2271,Flimsy Male Draenei Mask
2272,Flimsy Male Dwarf Mask
2273,Flimsy Male Gnome Mask
2274,Flimsy Male Human Mask
2275,Flimsy Male Nightelf Mask
2276,Flimsy Male Orc Mask
2277,Flimsy Male Tauren Mask
2278,Flimsy Male Troll Mask
2279,Flimsy Male Undead Mask
2281,"""Let the Fires Come!"""
2282,"""Let the Fires Come!"""
2283,Stop the Fires!
2284,Stop the Fires!
2285,Use Tooth Pick
2335,Arathor Battle Tabard
2336,Consortium Tabard
2337,Tabard of the Illidari
2338,Tabard of the Protector
2339,Tabard of Summer Flames
2340,Guild Tabard
2341,Visit a barbershop and pay for using their services.
2342,Head
2343,Neck
2344,Shoulder
2345,Chest
2346,Waist
2347,Legs
2348,Feet
2349,Wrist
2350,Hands
2351,Left Ring
2353,First Trinket
2355,Cloak
2356,Weapon
2357,Ranged
2358,Roll greed and get exactly 100 on an item over level 185.
2359,Death Knight
2360,Druid
2361,Hunter
2362,Mage
2363,Paladin
2364,Priest
2365,Rogue
2366,Shaman
2367,Warlock
2368,Warrior
2369,Blood Elf
2370,Orc
2371,Tauren
2372,Undead
2373,Troll
2374,Draenei
2375,Human
2376,Gnome
2377,Dwarf
2378,Night Elf
2379,Hug a dead enemy
2400,"Do more than 300,000 Damage in Alterac Valley"
2401,"Do 300,000 Damage in Arathi Basin"
2402,"Do 300,000 Damage in Warsong Gulch"
2403,"Do 300,000 Damage in Eye of the Storm"
2408,Win 10 arenas without losing
2412,roll need and get exactly 100 on an item above 185
2415,Exalted with Wyrmrest Accord
2416,Exalted with Kirin Tor
2417,Exalted with Knights of the Ebon Blade
2418,The Argent Crusade
2419,The Wyrmrest Accord
2420,The Kirin Tor
2421,Knights of the Ebon Blade
2422,Exalted with Horde Expedition
2425,Exalted with Alliance Vanguard
2428,35 reputations to exalted
2429,40 reputations to exalted
2430,Tyrael's Hilt
2893,Aldor Tabard
2894,Battle Tabard of the Defilers
2895,Blood Knight Tabard
2896,Cenarion Expedition Tabard
2897,Competitor's Tabard
2898,Contest Winner's Tabard
2899,Frostwolf Battle Tabard
2900,Green Trophy Tabard of the Illidari
2901,Honor Hold Tabard
2902,Keepers of Time Tabard
2903,Knight's Colors
2904,Kurenai Tabard
2905,Lower City Tabard
2906,Mag'har Tabard
2907,Ogri'la Tabard
2908,Private's Tabard
2909,Scout's Tabard
2910,Scryers Tabard
2911,Sha'tar Tabard
2912,Silverwing Battle Tabard
2913,Skyguard Tabard
2914,Sporeggar Tabard
2915,Stone Guard's Herald
2916,Stormpike Battle Tabard
2917,Tabard of Brilliance
2918,Tabard of Flame
2919,Tabard of Frost
2920,Tabard of Fury
2921,Tabard of Nature
2922,Tabard of Stormwind
2923,Tabard of Summer Skies
2924,Tabard of the Arcane
2925,Tabard of the Argent Dawn
2926,Tabard of the Defender
2927,Tabard of the Hand
2928,Tabard of the Scarlet Crusade
2929,Tabard of the Shattered Sun
2930,Tabard of the Void
2931,Thrallmar Tabard
2932,Tranquillien Tabard
2933,Warsong Battle Tabard
3063,Arathi Highlands
3064,Blasted Lands
3065,Burning Steppes
3066,Dun Morogh
3067,Duskwood
3068,Elwynn Forest
3069,Hillsbrad Foothills
3070,Loch Modan
3071,Redridge Mountains
3072,Stranglethorn Vale
3073,The Hinterlands
3074,Western Plaguelands
3075,Westfall
3076,Ashenvale
3077,Azuremyst Isle
3078,Bloodmyst Isle
3079,Darkshore
3080,Desolace
3081,Dustwallow Marsh
3082,Feralas
3083,Silithus
3084,Tanaris
3085,Teldrassil
3087,Winterspring
3089,Blade's Edge Mountains
3090,Hellfire Peninsula
3091,Nagrand
3092,Netherstorm
3093,Shadowmoon Valley
3094,Terokkar Forest
3095,Zangarmarsh
3101,Arathi Highlands
3102,Badlands
3103,Burning Steppes
3104,Eversong Woods
3105,Ghostlands
3106,Hillsbrad Foothills
3107,Silverpine Forest
3108,Stranglethorn Vale
3109,Swamp of Sorrows
3110,The Hinterlands
3111,Tirisfal Glades
3112,Ashenvale
3113,Desolace
3114,Durotar
3115,Dustwallow Marsh
3116,Feralas
3117,Mulgore
3118,Silithus
3119,Stonetalon Mountains
3120,Tanaris
3121,The Barrens
3122,Thousand Needles
3123,Winterspring
3124,Blade's Edge Mountains
3125,Hellfire Peninsula
3126,Nagrand
3127,Netherstorm
3128,Shadowmoon Valley
3129,Terokkar Forest
3130,Zangarmarsh
3131,Arathi Highlands
3132,Badlands
3133,Burning Steppes
3134,Eversong Woods
3135,Ghostlands
3136,Hillsbrad Foothills
3137,Silverpine Forest
3138,Stranglethorn Vale
3139,Swamp of Sorrows
3140,The Hinterlands
3141,Tirisfal Glades
3142,Ashenvale
3143,Desolace
3144,Durotar
3145,Dustwallow Marsh
3146,Feralas
3147,Mulgore
3148,Silithus
3149,Stonetalon Mountains
3150,Tanaris
3151,The Barrens
3152,Thousand Needles
3153,Winterspring
3154,Blade's Edge Mountains
3155,Hellfire Peninsula
3156,Nagrand
3157,Netherstorm
3158,Shadowmoon Valley
3159,Terokkar Forest
3160,Zangarmarsh
3161,Arathi Highlands
3162,Blasted Lands
3163,Burning Steppes
3164,Dun Morogh
3165,Duskwood
3166,Elwynn Forest
3167,Hillsbrad Foothills
3168,Loch Modan
3169,Redridge Mountains
3170,Stranglethorn Vale
3171,The Hinterlands
3172,Western Plaguelands
3173,Westfall
3174,Ashenvale
3175,Azuremyst Isle
3176,Bloodmyst Isle
