ID,Title_Lang_enUS,Description_Lang_enUS,Reward_Lang_enUS
3008,Drive Me Crazy (10 player),Defeat Yogg-Saron without any raid member going insane in 10-player mode.,
3009,Kiss and Make Up (10 player),/Kiss Sara in Ulduar while she is angry with you in 10-player mode.,
3010,Drive Me Crazy (25 player),Defeat Yogg-Saron without any raid member going insane in 25-player mode.,
3011,Kiss and Make Up (25 player),/Kiss Sara in Ulduar while she is angry with you in 25-player mode.,
3012,He's Not Getting Any Older (10 player),Defeat Yogg-Saron within 7 minutes in 10-player mode.,
3013,He's Not Getting Any Older (25 player),Defeat Yogg-Saron within 7 minutes in 25-player mode.,
3014,They're Coming Out of the Walls (10 player),Defeat 9 Guardians of Yogg-Saron within 12 seconds in 10-player mode.,
3015,In His House He Waits Dreaming (10 player),Experience all 3 visions of Yogg-Saron's mind in 10-player mode.,
3016,In His House He Waits Dreaming (25 player),Experience all 3 visions of Yogg-Saron's mind in 25-player mode.,
3017,They're Coming Out of the Walls (25 player),Defeat 9 Guardians of Yogg-Saron within 12 seconds in 25-player mode.,
3018,Emblems of Conquest acquired,Emblems of Conquest acquired,
3036,Observed (10 player),Defeat Algalon the Observer in 10-player mode.,Title Reward: Starcaller
3037,Observed (25 player),Defeat Algalon the Observer in 25-player mode.,Title Reward: The Astral Walker
3056,Orbit-uary (10 player),Defeat Flame Leviathan with all 4 Orbital Defense Systems active in 10-player mode.,
3057,Orbit-uary (25 player),Defeat Flame Leviathan with 4 Orbital Defense Systems active in 25-player mode.,
3058,Heartbreaker (10 player),Defeat XT-002 Deconstructor after destroying his heart in 10-player mode.,
3059,Heartbreaker (25 player),Defeat XT-002 Deconstructor after destroying his heart in 25-player mode.,
3076,Nine Lives (10 player),Defeat the Feral Defender while defeating Auriaya in 10-player mode.,
3077,Nine Lives (25 player),Defeat the Feral Defender while defeating Auriaya in 25-player mode.,
3096,Deadly Gladiator's Frostwyrm,Obtain the Deadly Gladiator's Frostwyrm from Arena Season 5 of Wrath of the Lich King.,
3097,Dwarfageddon (10 player),Destroy 100 Steelforged Defenders in 10 seconds on the Ulduar gauntlet in 10-player mode.,
3098,Dwarfageddon (25 player),Destroy 100 Steelforged Defenders in 10 seconds on the Ulduar gauntlet in 25-player mode.,
3117,Realm First! Death's Demise,Participated in the realm first defeat of Yogg-Saron without the assistance of any Keepers in 25-player mode.,Title Reward: Death's Demise
3118,Lumberjacked (25 player),"Defeat Elder Brightleaf, Elder Ironbranch and Elder Stonebark within 15 seconds of each other in 25-player mode.",
3136,Emalon the Storm Watcher (10 player),Defeat Emalon the Storm Watcher in 10 player mode.,
3137,Emalon the Storm Watcher (25 player),Defeat Emalon the Storm Watcher in 25 player mode.,
3138,Not-So-Friendly Fire (10 player),Force Mimiron to kill an Assault Bot with a Rocket Strike in 10-player mode.,
3141,Two Lights in the Darkness (10 player),Defeat Yogg-Saron with the assistance of two or fewer Keepers in 10-player mode.,
3142,"Val'anyr, Hammer of Ancient Kings","Wielder of Val'anyr, Hammer of Ancient Kings.",
3157,Three Lights in the Darkness (10 player),Defeat Yogg-Saron with the assistance of three or fewer Keepers in 10-player mode.,
3158,One Light in the Darkness (10 player),Defeat Yogg-Saron with the assistance of one or fewer Keepers in 10-player mode.,
3159,Alone in the Darkness (10 player),Defeat Yogg-Saron without the assistance of any Keepers in 10-player mode.,
3161,Three Lights in the Darkness (25 player),Defeat Yogg-Saron with the assistance of three or fewer Keepers in 25-player mode.,
3162,Two Lights in the Darkness (25 player),Defeat Yogg-Saron with the assistance of two or fewer Keepers in 25-player mode.,
3163,One Light in the Darkness (25 player),Defeat Yogg-Saron with the assistance of one or fewer Keepers in 25-player mode.,
3164,Alone in the Darkness (25 player),Defeat Yogg-Saron without the assistance of any Keepers in 25-player mode.,
3176,Lose Your Illusion (10 player),Defeat Thorim while Sif is present in 10-player mode.,
3177,Knock on Wood (10 player),Defeat Freya while leaving at least 1 Elder alive in 10-player mode.,
3178,"Knock, Knock on Wood (10 player)",Defeat Freya while leaving at least 2 Elders alive in 10-player mode.,
3179,"Knock, Knock, Knock on Wood (10 player)",Defeat Freya while leaving all 3 Elders alive in 10-player mode.,
3180,Firefighter (10 player),Defeat Mimiron after activating his Self-Destruct mechanism in 10-player mode.,
3181,I Love the Smell of Saronite in the Morning (10 player),Defeat General Vezax after defeating the Saronite Animus in 10-player mode.,
3182,I Could Say That This Cache Was Rare (10 player),Defeat Hodir before he shatters his rare cache in 10-player mode.,
3183,Lose Your Illusion (25 player),Defeat Thorim while Sif is present in 25-player mode.,
3184,I Could Say That This Cache Was Rare (25 player),Defeat Hodir before he shatters his rare cache in 25-player mode.,
3185,Knock on Wood (25 player),Defeat Freya while leaving at least 1 Elder alive in 25-player mode.,
3186,"Knock, Knock on Wood (25 player)",Defeat Freya while leaving at least 2 Elders alive in 25-player mode.,
3187,"Knock, Knock, Knock on Wood (25 player)",Defeat Freya while leaving all 3 Elders alive in 25-player mode.,
3188,I Love the Smell of Saronite in the Morning (25 player),Defeat General Vezax after defeating the Saronite Animus in 25-player mode.,
3189,Firefighter (25 player),Defeat Mimiron after activating his Self-Destruct mechanism in 25-player mode.,
3216,Smelting Recipes learned,Smelting Recipes learned,
3217,Chasing Marcia,Complete each of Marcia Chase's 5 fishing daily quests listed below.,
3218,Turtles All the Way Down,Fish up a Sea Turtle mount from any fishing pool in Northrend.,
3236,Emalon the Storm Watcher kills (Wintergrasp 25 player),Emalon the Storm Watcher kills (Wintergrasp 25 player),
3237,Set Up Us the Bomb (25 player),Defeat Mimiron without anyone in the raid being hit by the following in 25-player mode.,
3256,Hodir victories (Ulduar 25 player),Hodir victories (Ulduar 25 player),
3257,Thorim victories (Ulduar 25 player),Thorim victories (Ulduar 25 player),
3258,Freya victories (Ulduar 25 player),Freya victories (Ulduar 25 player),
3259,Realm First! Celestial Defender,Participated in the realm first defeat of Algalon the Observer in 25-player mode.,Title Reward: The Celestial Defender
3296,Cooking with Style,Obtain a Chef's Hat.,
3316,Herald of the Titans,Defeat Algalon the Observer in 10-player mode without anyone in the raid wearing any equipment with an item level higher than is available in 10-player Ulduar.,Title Reward: Herald of the Titans
3336,Deadly Gladiator,Achieved Deadly Gladiator title.,
3356,Winterspring Frostsaber,Obtain a Winterspring Frosaber.,
3357,Venomhide Ravasaur,Obtain a Venomhide Ravasaur.,
3436,Furious Gladiator,Achieved Furious Gladiator title.,
3456,Dead Man's Party,Dance with Catrina to become a skeleton during the Day of the Dead.,
3457,The Captain's Booty,Drink with the Dread Captain Demeza to join her crew during Pirates' Day.,
3478,Pilgrim,Complete the Pilgrim's Bounty achievements listed below.,Reward: Pilgrim Title & Plump Turkey Pet
3496,A Brew-FAST Mount,Obtain an epic Brewfest mount.,
3516,Deaths in Ulduar,Deaths in Ulduar,
3536,The Marine Marine,Proud owner of Grunty's Heavy Murloc Egg from the 2009 BlizzCon.,
3556,Pilgrim's Paunch,Acquire the Spirit of Sharing from a complete Bountiful Table feast at every Alliance capital.,
3557,Pilgrim's Paunch,Acquire the Spirit of Sharing from a complete Bountiful Table feast at every Horde capital.,
3558,Sharing is Caring,Pass one of every dish at a Bountiful Table.,
3559,Turkey Lurkey,"Blast those dirty, sneaking Rogues with your Turkey Shooter.",
3576,Now We're Cookin',Cook up one of every Pilgrim's Bounty dish.,
3577,Now We're Cookin',Cook up one of every Pilgrim's Bounty dish.,
3578,The Turkinator,Hunt enough Wild Turkeys quickly enough to gain Turkey Triumph.,
3579,"""FOOD FIGHT!""",Bounce food off a fellow feaster's head at a Bountiful Table.,
3580,Pilgrim's Peril,"While wearing either a Pilgrim's Dress, Robe, or Attire, take a seat at each enemy capital's Bountiful Table.",
3581,Pilgrim's Peril,"While wearing either a Pilgrim's Dress, Robe, or Attire, take a seat at each enemy capital's Bountiful Table.",
3582,Terokkar Turkey Time,"Defeat Talon King Ikiss while wearing a Pilgrim's Hat and either a Pilgrim's Dress, Robe, or Attire.",
3596,Pilgrim's Progress,Complete each of the Pilgrim's Bounty dailies.,
3597,Pilgrim's Progress,Complete each of the Pilgrim's Bounty dailies.,
3618,Murkimus the Gladiator,Proud owner of a Murkimus the Gladiator pet.,
3636,Jade Tiger,Logged in during the Jade Tiger giveaway.,
3656,Pilgrim,Complete the Pilgrim's Bounty achievements listed below.,Reward: Pilgrim Title & Plump Turkey Pet
3676,A Silver Confidant,Earn both exalted status with The Silver Covenant and the right to represent a city in the Argent Tournament.,Unlocks Silver Covenant dailies at the Argent Tournament.
3677,The Sunreavers,Earn both exalted status with The Sunreavers and the right to represent a city in the Argent Tournament.,Unlocks Sunreaver dailies at the Argent Tournament.
3736,Pony Up!,"Purchase and use an Argent Pony from Dame Evniki Kapsalis, the Crusader's Quartermaster.",
3756,Furious Gladiator's Frostwyrm,Obtain the Furious Gladiator's Frostwyrm from Arena Season 6 of Wrath of the Lich King.,
3757,Relentless Gladiator's Frostwyrm,Obtain the Relentless Gladiator's Frostwyrm from Arena Season 7 of Wrath of the Lich King.,
3758,Relentless Gladiator,Achieved Relentless Gladiator title.,
3776,Isle of Conquest Victory,Win Isle of Conquest.,
3777,Isle of Conquest Veteran,Complete 100 victories in Isle of Conquest.,
3778,Trial of the Champion,Defeat the bosses in the Trial of the Champion.,
3797,Upper Back Pain (10 player),Defeat Icehowl while at least 2 Snobolds remain alive in 10-player mode.,
3798,Resilience Will Fix It (10 player),Kill all the enemy heroes within 60 seconds of the first one dying in 10-player mode.,
3799,Salt and Pepper (10 player),Defeat the Twin Val'kyr in 3 minutes or less in 10-player mode.,
3800,The Traitor King (10 player),Kill 40 Swarm Scarabs within 30 seconds in 10-player mode.,
3802,Argent Confessor,"On separate visits to the Trial of the Champion, get credit for defeating Argent Confessor Paletress after suppressing five different memories of the past on Heroic Difficulty.",
3803,The Faceroller,Defeat Eadric the Pure in the Trial of the Champion with his own hammer on Heroic Difficulty.,
3804,I've Had Worse,Defeat the Black Knight in the Trial of the Champion on Heroic Difficulty without any player in the group being hit by a ghoul explosion.,
3808,A Tribute to Skill (10 player),"In the Trial of the Grand Crusader, reach a Tribute Chest with at least 25 attempts remaining in 10-player mode.",
3809,A Tribute to Mad Skill (10 player),"In the Trial of the Grand Crusader, reach a Tribute Chest with at least 45 attempts remaining in 10-player mode.",
3810,A Tribute to Insanity (10 player),"In the Trial of the Grand Crusader, reach a Tribute Chest with 50 attempts remaining in 10-player mode.",
3812,Call of the Grand Crusade (25 player),Defeat every boss in the Trial of the Grand Crusader in 25-player Heroic mode.,
3813,Upper Back Pain (25 player),Defeat Icehowl while at least 4 Snobolds remain alive in 25-player mode.,
3814,Resilience Will Fix It (25 player),Kill all the enemy heroes within 60 seconds of the first one dying in 25-player mode..,
3815,Salt and Pepper (25 player),Defeat the Twin Val'kyr in 3 minutes or less in 25-player mode.,
3816,The Traitor King (25 player),Kill 40 Swarm Scarabs within 30 seconds in 25-player mode.,
3817,A Tribute to Skill (25 player),"In the Trial of the Grand Crusader, reach a Tribute Chest with at least 25 attempts remaining in 25-player mode.",
3818,A Tribute to Mad Skill (25 player),"In the Trial of the Grand Crusader, reach a Tribute Chest with at least 45 attempts remaining in 25-player mode.",
3819,A Tribute to Insanity (25 player),"In the Trial of the Grand Crusader, reach a Tribute Chest with 50 attempts remaining in 25-player mode.",
3836,Koralon the Flame Watcher (10 player),Defeat Koralon the Flame Watcher in 10 player mode.,
3837,Koralon the Flame Watcher (25 player),Defeat Koralon the Flame Watcher in 25 player mode.,
3838,Dungeon & Raid Emblem,"Loot an Emblem of Heroism, Valor, Conquest, Triumph or Frost.",
3839,25 Dungeon & Raid Emblems,"Loot 25 Emblems of Heroism, Valor, Conquest, Triumph or Frost.",
3840,50 Dungeon & Raid Emblems,"Loot 50 Emblems of Heroism, Valor, Conquest, Triumph or Frost.",
3841,100 Dungeon & Raid Emblems,"Loot 100 Emblems of Heroism, Valor, Conquest, Triumph or Frost.",
3842,250 Dungeon & Raid Emblems,"Loot 250 Emblems of Heroism, Valor, Conquest, Triumph or Frost.",
3843,500 Dungeon & Raid Emblems,"Loot 500 Emblems of Heroism, Valor, Conquest, Triumph or Frost.",
3844,1000 Dungeon & Raid Emblems,"Loot 1000 Emblems of Heroism, Valor, Conquest, Triumph or Frost.",
3845,Isle of Conquest All-Star,"In a single Isle of Conquest battle, assault a base, defend a base, destroy a vehicle and kill a player.",
3846,Resource Glut,Win Isle of Conquest while your team controls the Quarry and Oil Refinery.,
3847,Four Car Garage,"In Isle of Conquest, control the following vehicles:",
3848,A-bomb-inable,"In a single Isle of Conquest battle, use 5 Seaforium Bombs on the enemy gates.",
3849,A-bomb-ination,"In a single Isle of Conquest battle, use 5 Huge Seaforium Bombs on the enemy gates",
3850,Mowed Down,"In Isle of Conquest, destroy 10 vehicles and 100 players with turrets.",
3851,Mine,"Win Isle of Conquest while controlling the Quarry, Oil Refinery, Shipyard, Siege Workshop and Hangar.",
3852,Cut the Blue Wire... No the Red Wire!,"In Isle of Conquest, disarm 25 bombs.",
3853,All Over the Isle,"In a single Isle of Conquest battle, kill a player at each of the following locations:",
3854,Back Door Job,"In Isle of Conquest, enter the enemy courtyard while their gates still stand.",
3855,Glaive Grave,"In Isle of Conquest, kill 10 players with a Glaive Thrower without dying.",
3856,Demolition Derby,Destroy the following vehicles in Isle of Conquest,
3857,Master of Isle of Conquest,Complete the Isle of Conquest achievements listed below.,Reward: Tabard of Conquest
3876,1500 Dungeon & Raid Emblems,"Loot 1500 Emblems of Heroism, Valor, Conquest, Triumph or Frost.",
3896,Onyx Panther,Proud owner of an Onyx Panther.,
3916,Call of the Crusade (25 player),Defeat every boss in the Trial of the Crusader in 25-player mode.,
3917,Call of the Crusade (10 player),Defeat every boss in the Trial of the Crusader in 10-player mode.,
3918,Call of the Grand Crusade (10 player),Defeat every boss in the Trial of the Grand Crusader in 10-player Heroic mode.,
3936,"Not One, But Two Jormungars (10 player)",Defeat Acidmaw and Dreadscale within 10 seconds of each other in 10-player mode.,
3937,"Not One, But Two Jormungars (25 player)",Defeat Acidmaw and Dreadscale within 10 seconds of each other in 25-player mode.,
3957,Master of Isle of Conquest,Complete the Isle of Conquest achievements listed below.,Reward: Tabard of Conquest
3996,Three Sixty Pain Spike (10 player),Defeat Lord Jaraxxus while at least two Mistresses of Pain are alive in 10-player mode.,
3997,Three Sixty Pain Spike (25 player),Defeat Lord Jaraxxus while at least two Mistresses of Pain are alive in 25-player mode.,
4016,"Earth, Wind & Fire (10 player)","Defeat Archavon the Stone Watcher, Emalon the Storm Watcher, and Koralon the Flame Watcher within 60 seconds of each other in 10-player mode.",
4017,"Earth, Wind & Fire (25 player)","Defeat Archavon the Stone Watcher, Emalon the Storm Watcher, and Koralon the Flame Watcher within 60 seconds of each other in 25-player mode.",
4018,Victories over Hunter Champion (Trial of the Champion),Victories over Hunter Champion (Trial of the Champion),
4019,Victories over Hunter Champion (Heroic Trial of the Champion),Victories over Hunter Champion (Heroic Trial of the Champion),
4022,Victories over Argent Confessor Paletress (Trial of the Champion),Victories over Argent Confessor Paletress (Trial of the Champion),
4023,Victories over Argent Confessor Paletress (Heroic Trial of the Champion),Victories over Argent Confessor Paletress (Heroic Trial of the Champion),
4024,Victories over Eadric the Pure (Trial of the Champion),Victories over Eadric the Pure (Trial of the Champion),
4025,Victories over Eadric the Pure (Heroic Trial of the Champion),Victories over Eadric the Pure (Heroic Trial of the Champion),
4026,The Black Knight kills (Trial of the Champion),The Black Knight kills (Trial of the Champion),
4027,The Black Knight kills (Heroic Trial of the Champion),The Black Knight kills (Heroic Trial of the Champion),
4028,Victories over the Beasts of Northrend (Trial of the Crusader 10 player),Victories over the Beasts of Northrend (Trial of the Crusader 10 player),
4029,Victories over the Beasts of Northrend (Trial of the Grand Crusader 25 player),Victories over the Beasts of Northrend (Trial of the Grand Crusader 25 player),
4030,Victories over the Beasts of Northrend (Trial of the Grand Crusader 10 player),Victories over the Beasts of Northrend (Trial of the Grand Crusader 10 player),
4031,Victories over the Beasts of Northrend (Trial of the Crusader 25 player),Victories over the Beasts of Northrend (Trial of the Crusader 25 player),
4032,Lord Jaraxxus kills (Trial of the Crusader 10 player),Lord Jaraxxus kills (Trial of the Crusader 10 player),
4033,Lord Jaraxxus kills (Trial of the Grand Crusader 10 player),Lord Jaraxxus kills (Trial of the Grand Crusader 10 player),
4034,Lord Jaraxxus kills (Trial of the Crusader 25 player),Lord Jaraxxus kills (Trial of the Crusader 25 player),
4035,Lord Jaraxxus kills (Trial of the Grand Crusader 25 player),Lord Jaraxxus kills (Trial of the Grand Crusader 25 player),
4036,Victories over the Faction Champions (Trial of the Crusader 10 player),Victories over the Faction Champions (Trial of the Crusader 10 player),
4037,Victories over the Faction Champions (Trial of the Grand Crusader 10 player),Victories over the Faction Champions (Trial of the Grand Crusader 10 player),
4038,Victories over the Faction Champions (Trial of the Crusader 25 player),Victories over the Faction Champions (Trial of the Crusader 25 player),
4039,Victories over the Faction Champions (Trial of the Grand Crusader 25 player),Victories over the Faction Champions (25-player Trial of the Grand Crusader),
4040,Val'kyr Twins kills (Trial of the Crusader 10 player),Val'kyr Twins kills (Trial of the Crusader 10 player),
4041,Val'kyr Twins kills (Trial of the Grand Crusader 10 player),Val'kyr Twins kills (Trial of the Grand Crusader 10 player),
4042,Val'kyr Twins kills (Trial of the Crusader 25 player),Val'kyr Twins kills (Trial of the Crusader 25 player),
4043,Val'kyr Twins kills (Trial of the Grand Crusader 25 player),Val'kyr Twins kills  (Trial of the Grand Crusader 25 player),
4044,Times completed the Trial of the Crusader (10 player),Times completed the Trial of the Crusader (10 player),
4045,Times completed the Trial of the Grand Crusader (10 player),Times completed the Trial of the Grand Crusader (10 player),
4046,Times completed the Trial of the Crusader (25 player),Times completed the Trial of the Crusader (25 player),
4047,Times completed the Trial of the Grand Crusader (25 player),Times completed the Trial of the Grand Crusader (25 player),
4048,Victories over Mage Champion (Trial of the Champion),Victories over Mage Champion (Trial of the Champion),
4049,Victories over Mage Champion (Heroic Trial of the Champion),Victories over Mage Champion (Heroic Trial of the Champion),
4050,Victories over Rogue Champion (Trial of the Champion),Victories over Rogue Champion (Trial of the Champion),
4051,Victories over Rogue Champion (Heroic Trial of the Champion),Victories over Rogue Champion (Heroic Trial of the Champion),
4052,Victories over Shaman Champion (Trial of the Champion),Victories over Shaman Champion (Trial of the Champion),
4053,Victories over Shaman Champion (Heroic Trial of the Champion),Victories over Shaman Champion (Heroic Trial of the Champion),
4054,Victories over Warrior Champion (Trial of the Champion),Victories over Warrior Champion (Trial of the Champion),
4055,Victories over Warrior Champion (Heroic Trial of the Champion),Victories over Warrior Champion (Heroic Trial of the Champion),
4074,Koralon the Flame Watcher kills (Wintergrasp 10 player),Koralon the Flame Watcher kills (Wintergrasp 10 player),
4075,Koralon the Flame Watcher kills (Wintergrasp 25 player),Koralon the Flame Watcher kills (Wintergrasp 25 player),
4078,Realm First! Grand Crusader,Participated in the realm first conquest of the Trial of the Grand Crusader with 50 attempts remaining in 25-player mode.,Title Reward: The Grand Crusader
4079,A Tribute to Immortality,"In the Trial of the Grand Crusader, reach a Tribute Chest with 50 attempts remaining and without allowing any raid member to die during any of the boss encounters in 25-player mode.",Reward: Crusader's Black Warhorse
4080,A Tribute to Dedicated Insanity,"Meet the criteria for A Tribute to Insanity without any raid member having used an item only obtainable from 25-player Coliseum, or any more powerful item.",Title: Argent Defender
4096,Isle of Conquest battles,Isle of Conquest battles,
4097,Isle of Conquest victories,Isle of Conquest victories,
4156,A Tribute to Immortality,"In the Trial of the Grand Crusader, reach a Tribute Chest with 50 attempts remaining and without allowing any raid member to die during any of the boss encounters in 25-player mode.",Reward: Crusader's White Warhorse
4176,Resource Glut,Win Isle of Conquest while your team controls the Quarry and Oil Refinery.,
4177,Mine,"Win Isle of Conquest while controlling the Quarry, Oil Refinery, Shipyard, Siege Workshop and Hangar.",
4256,Demolition Derby,Destroy the following vehicles in Isle of Conquest,
4296,Trial of the Champion,Defeat the bosses in the Trial of the Champion.,
4297,Heroic: Trial of the Champion,Defeat the bosses in the Trial of the Champion on Heroic Difficulty.,
4298,Heroic: Trial of the Champion,Defeat the bosses in the Trial of the Champion on Heroic Difficulty.,
4316,2500 Dungeon & Raid Emblems,"Loot 2500 Emblems of Heroism, Valor, Conquest, Triumph or Frost.",
4396,Onyxia's Lair (10 player),Defeat Onyxia in 10-player mode.,
4397,Onyxia's Lair (25 player),Defeat Onyxia in 25-player mode.,
4400,WoW's 5th Anniversary,Logged in during WoW's 5th Anniversary.,
4402,More Dots! (10 player),Defeat Onyxia in less than 5 minutes in 10-player mode.,
4403,Many Whelps! Handle It! (10 player),"Cause 50 Onyxia Whelplings to hatch within 10 seconds of Onyxia's liftoff, and then defeat her in 10-player mode.",
4404,She Deep Breaths More (10 player),Defeat Onyxia without anyone taking damage from a Deep Breath in 10-player mode.,
4405,More Dots! (25 player),Defeat Onyxia in less than 5 minutes in 25-player mode.,
4406,Many Whelps! Handle It! (25 player),"Cause 50 Onyxia Whelplings to hatch within 10 seconds of Onyxia's liftoff, and then defeat her in 25-player mode.",
4407,She Deep Breaths More (25 player),Defeat Onyxia without anyone taking damage from a Deep Breath in 25-player mode.,
4436,BB King,Pelt the enemy leaders listed below.,
4437,BB King,Pelt the enemy leaders listed below.,
4456,Random Lich King (normal) dungeons completed,LFG random Lich King normal dungeons completed,
4476,Looking For More,Use the Dungeon Finder tool to finish random heroic dungeons until you have grouped with 10 random players total.,
4477,Looking For Many,Use the Dungeon Finder tool to finish random heroic dungeons until you have grouped with 50 random players total.,Title: the Patient
4478,Looking For Multitudes,Use the Dungeon Finder tool to finish random heroic dungeons until you have grouped with 100 random players total.,Reward: Perky Pug
4496,It's Over Nine Thousand!,Earn more than 9000 achievement points.,
4516,The Forge of Souls,Defeat the bosses in The Forge of Souls,
4517,The Pit of Saron,Defeat the bosses in The Pit of Saron.,
4518,The Halls of Reflection,Defeat the bosses in The Halls of Reflection.,
4519,Heroic: The Forge of Souls,Defeat the bosses in The Forge of Souls on Heroic difficulty,
4520,Heroic: The Pit of Saron,Defeat the bosses in The Pit of Saron on Heroic difficulty.,
4521,Heroic: The Halls of Reflection,Defeat the bosses in The Halls of Reflection on Heroic difficulty.,
4522,Soul Power,Defeat Bronjahm in The Forge of Souls on Heroic Difficulty with at least 4 Corrupted Soul Fragments alive.,
4523,Three Faced,Defeat the Devourer of Souls in The Forge of Souls on Heroic Difficulty without him successfully casting Phantom Blast.,
4524,Doesn't Go to Eleven,Defeat Forgemaster Garfrost in The Pit of Saron on Heroic Difficulty before any player gets 11 stacks of Permafrost.,
4525,Don't Look Up,Clear the hallway before Scourgelord Tyrannus in The Pit of Saron on Heroic Difficulty without anyone taking icicle damage on the first try.,
4526,We're Not Retreating; We're Advancing in a Different Direction.,Escape from the Lich King in under 6 minutes.,
4527,The Frostwing Halls (10 player),Defeat the bosses of The Frostwing Halls in Icecrown Citadel in 10-player mode.,
4528,The Plagueworks (10 player),Defeat the bosses of The Plagueworks in Icecrown Citadel in 10-player mode.,
4529,The Crimson Hall (10 player),Defeat the bosses of The Crimson Hall in Icecrown Citadel in 10-player mode.,
4530,The Frozen Throne (10 player),Defeat the Lich King in Icecrown Citadel in 10-player mode.,Title: The Kingslayer
4531,Storming the Citadel (10 player),Defeat the first four bosses in Icecrown Citadel in 10-player mode.,
4532,Fall of the Lich King (10 player),Defeat every boss in Icecrown Citadel in 10-player mode.,
4534,Boned (10 player),Defeat Lord Marrowgar without any raid member remaining impaled for more than 8 seconds in 10-player mode.,
4535,Full House (10 player),Defeat Lady Deathwhisper with at least five different types of Cultists active at the time of her demise in 10-player mode.,
4536,I'm on a Boat (10 player),Claim victory in the Gunship Battle without any raid member visiting the enemy gunship more than twice in 10-player mode.,
4537,I've Gone and Made a Mess (10 player),Defeat the Deathbringer before Mark of the Fallen Champion is cast three times in 10-player mode.,
4538,Dances with Oozes (10 player),Defeat Rotface without a Big Ooze casting Unstable Ooze Explosion in 10-player mode.,
4539,"Once Bitten, Twice Shy (10 player)",Defeat Blood-Queen Lana'thel once as a vampire and again without becoming a vampire in 10-player mode.,
4556,Random Lich King (heroic) dungeons completed,LFG random Lich King heroic dungeons completed,
4576,Realm First! Fall of the Lich King,Participated in the realm first defeat of the Lich King in 25-player heroic mode.,
4577,Flu Shot Shortage (10 player),Defeat Festergut while none of the players in your raid group ever had 3 stacks of Inoculated in 10-player mode.,
4578,"Nausea, Heartburn, Indigestion... (10 player)",Defeat Professor Putricide without using Regurgitated Ooze on the Abomination in 10-player mode.,
4579,Portal Jockey (10 player),Enter every portal spawned by Valithria Dreamwalker before healing her to full health in 10-player mode.,
4580,All You Can Eat (10 player),Defeat Sindragosa in 10-player mode without any member of your raid receiving more than 5 stacks of Mystic Buffet.,
4581,Neck-Deep in Vile (10 player),Kill every Vile Spirit that spawns before it explodes and then defeat the Lich King in 10-player mode.,
4582,The Orb Whisperer (10 player),"Defeat the Blood Council without anyone in the raid taking more than 23,000 spell damage in a single hit in 10-player mode.",
4583,Bane of the Fallen King,Defeat the Lich King in Icecrown Citadel in 10-player Heroic mode.,Title: Bane of the Fallen King
4584,The Light of Dawn,Defeat the Lich King in Icecrown Citadel in 25-player Heroic mode.,Title: the Light of Dawn
4585,Toravon the Ice Watcher (10 player),Defeat Toravon the Ice Watcher in 10 player mode.,
4586,Toravon the Ice Watcher (25 player),Defeat Toravon the Ice Watcher in 25 player mode.,
4596,The Sword in the Skull,"Recover the missing hilt of Quel'Delar, draw the blade from its resting place, reforge the weapon, purify it in the Sunwell, and present it for your just reward.",
4597,The Frozen Throne (25 player),Defeat the Lich King in Icecrown Citadel in 25-player mode.,Title: The Kingslayer
4598,The Ashen Verdict,Earn exalted status with the Ashen Verdict.,Title: Of the Ashen Verdict
4599,Wrathful Gladiator,Achieved Wrathful Gladiator title.,
4600,Wrathful Gladiator's Frostwyrm,Obtain the Wrathful Gladiator's Frostwyrm from Arena Season 8 of Wrath of the Lich King.,
4601,Been Waiting a Long Time for This (10 player),Allow Necrotic Plague to stack to 30 before defeating the Lich King in 10-player mode.,
4602,Glory of the Icecrown Raider (10 player),Complete the 10-player raid achievements listed below.,Reward: Bloodbathed Frostbrood Vanquisher
4603,Glory of the Icecrown Raider (25 player),Complete the 25-player raid achievements listed below.,Reward: Icebound Frostbrood Vanquisher
4604,Storming the Citadel (25 player),Defeat the first four bosses in Icecrown Citadel in 25-player mode.,
4605,The Plagueworks (25 player),Defeat the bosses of The Plagueworks in Icecrown Citadel in 25-player mode.,
4606,The Crimson Hall (25 player),Defeat the bosses of The Crimson Hall in Icecrown Citadel in 25-player mode.,
4607,The Frostwing Halls (25 player),Defeat the bosses of The Frostwing Halls in Icecrown Citadel in 25-player mode.,
4608,Fall of the Lich King (25 player),Defeat every boss in Icecrown Citadel in 25-player mode.,
4610,Boned (25 player),Defeat Lord Marrowgar without any raid member remaining impaled for more than 8 seconds in 25-player mode.,
4611,Full House (25 player),Defeat Lady Deathwhisper with at least five different types of Cultists active at the time of her demise in 25-player mode.,
4612,I'm on a Boat (25 player),Claim victory in the Gunship Battle without any raid member visiting the enemy gunship more than once in 25-player mode.,
4613,I've Gone and Made a Mess (25 player),Defeat the Deathbringer before Mark of the Fallen Champion is cast five times in 25-player mode.,
4614,Dances with Oozes (25 player),Defeat Rotface without a Big Ooze casting Unstable Ooze Explosion in 25-player mode.,
4615,Flu Shot Shortage (25 player),Defeat Festergut while none of the players in your raid group ever had 3 stacks of Inoculated in 25-player mode.,
4616,"Nausea, Heartburn, Indigestion... (25 player)",Defeat Professor Putricide without using Regurgitated Ooze on the Abomination in 25-player mode.,
4617,The Orb Whisperer (25 player),"Defeat the Blood Council without anyone in the raid taking more than 25,000 spell damage in a single hit in 25-player mode.",
