ID,Text_lang,Text1_lang
68417,,Impressive. I hadn't anticipated that.
68418,Let's get this show on the road!,
68419,Nobody can beat a dwarf in his element!,
68420,Woah! Woah! Take it easy! You win!,
68421,I've still got plenty of tricks up my sleeve!,
68422,That's more like it!,
68423,He was just a wee pebble...,
68424,Very well. Let us fight.,
68425,Thank you. My pets are stronger than ever now.,
68426,Such death...,
68427,"Rest, so that you may do battle again soon.",
68428,Ah. The taste of victory is sweet.,
68429,At least my pet died fighting valorously.,
68430,Show them the true meaning of pain.,
68431,"You never stood a chance, whelp.",
68432,How? I cannot lose! I am imbued with the power of twilight!,
68433,Not even close.,
68434,Continue the slaughter.,
68435,You fool!,
68436,The time of your reckoning is upon us.,
68437,Do not fear defeat. It is a catalyst for later triumph.,
68438,I had thought my victory was certain. Clearly the Makers had other plans.,
68439,Your time has not yet come.,
68440,A mere blip in the eyes of the Makers.,
68441,You're stronger than I thought.,
68442,I've been wondering when I would be fighting you.,
68443,The lake told me it would be so!,
68444,I must have misunderstood the water's wisdom.,
68445,Much hides just beneath the surface.,
68446,Another victim claimed by the unending tide.,
68447,Another grave in the depths.,
68522,Tamer ho! Prepare for battle!,
68523,Yer gonna be swimmin' with the murlocs when we're through!,
68526,"Better luck next time, landlubber!",
68527,Another victory for me captain's log!,
68528,Not bad for a landlubber.,
68529,"What a fight! If ye ever decide that yer done with the battlin' game, maybe you could join me crew!",
68530,Show 'em what we're made of! ...hic!,
68531,"Not so fast, matey. Yer on my turf!",
68532,Ready to walk the plank?,
68533,"Keep on 'em, mateys. We've got 'em on the run!",
68534,All hands on deck! We're losin' men fast!,
68535,Why is me pet gone?,
68536,Me crush you like bug!,
68537,"Me become powerful tamer, then me become da Gordok King!",
68538,Me da king!,
68539,Gluk is da best!,
68540,Wow! You amazing!,
68541,You no ogre! How you win?,
68542,Nobody messes with Gluk!,
68543,Surprise!,
68544,Pet smash! You die!,
68545,We crush you!,
68546,Me angry now!,
68547,Stupid tiny thing kill my tiny thing. RAAAAAAAAR!,
68548,,You ready to go or what?
68549,,"I don't have all day, pal!"
68550,,"Fight's over, hot stuff. Better luck next time."
68551,,Wait until the guys back in Everlook hear about this!
68552,,You're pretty good...for a rookie.
68553,,"Yeah, yeah, you won. Big deal."
68554,,"Hey, look over there!"
68555,,Any tamer worth their weight in gold comes prepared!
68556,,"Don't worry, I'm sure the next one will do great!"
68564,,Prepare for your end.
68565,,You will find no solace here.
68568,,The damned demonstrate their superiority once more.
68571,,The Master will be pleased.
68574,,My torment continues.
68576,,No! You cannot defeat me!
68578,,The dead shall have their day yet.
68579,,Not to worry. I'm far from finished with you.
68581,,Dust to dust.
68582,,Ashes to ashes.
68583,,I'm not done yet.
68584,,Do you honestly think death can stop me? I am death itself!
68585,"Come, and face the impeccable tactics of a blood knight!",
68586,Challenging me was a mistake.,
68587,None can withstand the onslaught of a blood knight.,
68588,Victory is mine!,
68589,You are a worthy opponent.,
68590,Curses!,
68591,Clearly a different approach is required.,
68592,A true fighter never enters a battle unprepared.,
68593,Let us continue the slaughter.,
68594,You will fall!,
68595,"The balance swings in your favor, tamer.",
68596,You will not defeat me!,
68597,For the Alliance!,
68598,"By the Light, I will defeat you!",
68599,Praise the Light!,
68600,It was an honor fighting you.,
68601,The other tamers were right about you.,
68602,"Well done, tamer.",
68603,Switch out!,
68604,Every soldier matters.,
68605,My victory is close at hand.,
68608,For the glory of the Alliance!,
68609,We will fight to the last!,
68610,I will not fail!,
68612,,May our battle be glorious.
68613,,May your pets be ready for this battle.
68614,,I have triumphed this day.
68615,,Thank you for the opportunity to demonstrate my skills.
68617,,"Congratulations, tamer!"
68618,,"Well done, tamer!"
68619,,Another pet joins the fray.
68620,,I will not let you defeat me.
68621,,The battle sways in my favor.
68622,,Victory may be mine this day.
68623,,I will mourn your falling.
68625,,This is most unfortunate.
68626,Here I come!,
68627,You ready for this?,
68628,Mo'ruk wins!,
68629,Nobody can beat me!,
68630,You're tough!,
68631,OW!,
68632,Nuh uh!,
68633,Tricked ya!,
68634,Mo'ruk beatin' ya!,
68635,Take that!,
68636,Don't do that! That makes me lose!,
68637,Uh-oh...,
68638,,You think you stand a chance? I think not!
68643,,"You're going to wish you never fought me, I promise!"
68645,,A bountiful victory!
68646,,"Were my pets too much for you to handle, tamer?"
68647,,"Wow, you're really strong!"
68648,,That sure turned sour quick...
68649,,A diligent farmer never loses hope when her crop's in danger.
68650,,"Nice try, but you're going to need more than that!"
68651,,"What's the problem, can't handle a simple farmer's pets?"
68652,,You're going to have to do better than that to beat me.
68656,,"Take it easy, will ya?"
68662,,"You're really playing to win, huh?"
68664,"Prepare yourself, tamer. I come for victory.",
68665,"You do not intimidate me, tamer.",
68667,Come back when you're better prepared.,
68668,Perhaps you will have better luck in our next encounter.,
68669,You fight with the grace of a master tamer. Well done.,
68671,"Very impressive, tamer.",
68672,I will not allow you the pleasure.,
68673,You will not defeat me so easily.,
68674,To defeat an opponent in battle is to validate your strategy.,
68675,It seems my strategy is superior.,
68676,Do not be afraid to lose one battle if the war is won.,
68677,I see. You are more formidable than I had thought.,
68678,I've endured horrors you cannot possibly comprehend. Defeating you will be simple.,
68679,I'll make this quick.,
68680,I did not doubt my victory for a moment.,
68681,Is that all you've got?,
68682,I will not stand for this!,
68683,I've seriously underestimated your prowess.,
68684,You will have to try harder than that to defeat me.,
68685,You do not stand a chance. I will defeat you!,
68686,Had enough?,
68687,You are no match for me.,
68688,You got lucky.,
68689,No more playing around. I will crush you!,
68690,,"Your victories cease here, tamer."
68691,,Few are able to keep their balance in battle against me. Let us see if you are any different.
68692,,As I expected. You are not yet skilled enough to defeat me.
68693,,Do not fret. You are one of many I've defeated.
68694,,What a wonderful display of technique!
68695,,"Your victory is well-deserved, tamer."
68696,,We are far from finished.
68697,,The Vale empowers me.
68698,,You may flee the battle if you so wish.
68699,,Fantastic!
68700,,Perhaps you do stand a chance against me.
68701,,Well done. But do you have the determination to carry through?
68702,So we finally meet to do battle.,
68703,I already know of my coming victory.,
68704,As the waters foretold.,
68705,Victory is mine!,
68706,Caught like a fish out of water!,
68707,You are quite the tamer!,
68708,You cannot defeat me with such brute force.,
68709,May the waters guide me.,
68710,We will overwhelm you before you can react.,
68711,My pets claim yet another victim.,
68712,There are plenty more where that came from!,
68713,This is not going well...,
68714,You have already lost.,
68715,I will defeat you.,
68716,The true master has emerged victorious.,
68718,All a part of my plan.,
68719,I have lost to your mastery.,
68720,I do not understand. How could I lose?,
68721,"Rest, so that the battle may continue to flow in our favor.",
68722,You cannot defeat the shifting sands of this land.,
68723,Another death hidden under the desert sand.,
68724,The battle shifts in my favor once more.,
68725,A most frustrating occurence.,
68726,Perhaps this battle will not be as easy as I thought...,
68727,Go Emeralda! Show them the folly of their ways!,
68728,,"Go get 'em, Fangs!"
68729,"Clean them up, Foe Reaper 800!",
68730,,"You can do it, Flulfftail!"
68731,"Finish them, Blackfang.",
