ID,Description_lang,SourceText_lang
232,Rarely leaves nest until maturity. Enjoys conducting pranks on the nearby Razormaw nest.,|cFFFFD200Drop: |rDart's Nest|n|cFFFFD200Zone: |rDustwallow Marsh
233,The demand for this purple-skinned breed has drastically reduced the raptor population near the Wailing Caverns.,"|cFFFFD200Drop: |rDeviate Guardian, Deviate Ravager|n|cFFFFD200Zone: |rWailing Caverns"
234,This crafty raptor was born in the icy wastes of Northrend. Its harsh upbringing gives it strength when many others would perish.,|cFFFFD200Drop: |rGundrak Raptor|n|cFFFFD200Zone: |rZul'Drak
235,This offspring of Takk the Leaper is incredibly agile and can maneuver through difficult environments with ease.,|cFFFFD200Drop: |rTakk's Nest|n|cFFFFD200Zone: |rThe Barrens
236,"This hatchling is coveted for its unique coloration. Despite Breanni's loving care, the raptor's feral nature cannot be restrained.",|cFFFFD200Vendor: |rBreanni|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
237,"Larger than other raptor infants, these hatchlings grow into towering reptilian beasts capable of massive devastation.",|cFFFFD200Drop: |rRavasaur Matriarch's Nest|n|cFFFFD200Zone: |rUn'goro Crater
238,Razormaw eggs are protected fiercely by their mothers. Their cuteness belies their inherited ferocity.,|cFFFFD200Drop: |rRazormaw Matriarch's Nest|n|cFFFFD200Zone: |rWetlands
239,"Razzashi raptors are among the cleverest predators in the jungle, making them favored by the Gurubashi trolls.","|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Zone: |rNorthern Stranglethorn, The Cape of Stranglethorn"
240,"The onyx panther is invisible at night, like a stalking shadow, and disappears with the dawn.",|cFFFFD200Promotion:|r Korea World Event
241,Seeing these kites soaring above Northrend's shores is a clear sign that tuskarr are nearby.,|cFFFFD200Trading Card Game:|r Scourgewar
242,"Affectionate and curious, these kittens seem to find the most peculiar hiding places.",|cFFFFD200Trading Card Game:|r Scourgewar
243,"Spawn of Onyxia, this young dragon has decided that it doesn't want to follow in its grandfathers' cataclysmic footsteps.",|cFFFFD200Achievement: |rWoW's 5th Anniversary|n|cFFFFD200Category: |rFeats of Strength
244,"Found in the Firelands and the Molten Core, core hounds can trace their lineage back to the alpha male, Magmadar.",|cFFFFD200Promotion:|r Authenticator Account Link|n
245,"A gift from the Wildhammer dwarves to the heroes of the Alliance, these hatchlings are descendants of the same gryphons ridden by Falstad and his entourage into Grim Batol.",|cFFFFD200In-Game Shop|r
246,"Thorg No-Legs never paid heed to the old orc saying, 'Don't pull a wyvern's tail.'",|cFFFFD200In-Game Shop|r
247,"A rarely seen family of tigers, many believe (perhaps incorrectly) that some residual magic or other event is responsible for the unique color.",|cFFFFD200Promotion:|r Recruit-A-Friend
248,"The pandaren monk is a fearless traveling companion, constantly training in his art... unless you offer him a drink. He considers it rude to refuse.",|cFFFFD200In-Game Shop|r
249,"In life, Kel'Thuzad betrayed the Kirin Tor and created the Cult of the Damned. In death, he serves the Scourge as the Archlich Lord of Naxxramas.",|cFFFFD200In-Game Shop|r
250,"Although small, pugs are very dangerous when provoked.",|cFFFFD200Achievement: |rLooking For Multitudes|n|cFFFFD200Category: |rDungeons & Raids
251,"This, um, 'adorable' little guy likes to play with critters. Just don't let them get too close.",|cFFFFD200World Event:|r Love is in the Air
253,"While not nearly as destructive as its original master, the Ice Lord Ahune, the frostling has been known to lob chilly snowballs at unsuspecting adventurers.",|cFFFFD200World Event:|r Midsummer Fire Festival
254,"Jepetto's top-selling toy this season, the bot's new blue chassis has children across Azeroth scrambling for this feisty battle bot.",|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
255,"Breanni in Dalaran, one of the world's foremost collectors of exotic pets, will only award the mystical Celestial Dragon to fellow collectors whose obsession rivals her own.",|cFFFFD200Achievement: |rLittlest Pet Shop|n|cFFFFD200Category: |rPet Battles
256,"Modeled after the huge titan prototype in Ulduar, this volatile little construct plays hard with its toys.",|cFFFFD200In-Game Shop|r
257,Murkimus is the most fearsome of all murloc arena warriors. And the only one.,
258,Powerful artillery of the Terran army. The Thor is always the first one in and the last one out!,|cFFFFD200Promotion:|r StarCraft II: Wings of Liberty Collector's Edition
259,"Unlike its gold counterpart, the blue mini jouster takes a leisurely pace when jabbing its opponent's eyeballs.",|cFFFFD200Quest:|r Egg Wave|n|cFFFFD200Zone:|r Mount Hyjal|n|n
260,This critter is infamous for its ability to unleash a fast and furious eyeball jabbing.,|cFFFFD200Quest:|r Egg Wave|n|cFFFFD200Zone:|r Mount Hyjal|n|n
261,Goblin engineering at its finest. Blueprints based on the massive fel reaver in Hellfire Peninsula.,|cFFFFD200Profession: |rEngineering
262,"The gold standard for sturdy gnomish design, this mechanical critter is the perfect companion for the lonely engineer on the go.",|cFFFFD200Profession: |rEngineering
264,This appears to be nothing more than the paw of a small primate. A closer inspection shows that the hand has been dried by centuries of exposure to the sands of Uldum.,|cFFFFD200Profession: |rArchaeology
265,"An adventurous little elemental, Pebble escaped hungry gyreworms in the Crumbling Depths, braved the emptiness of the Twisting Nether, and ultimately found himself rescued from a mailbox.",|cFFFFD200Achievement: |rRock Lover|n|cFFFFD200Category: |rQuests
266,"You stare at her, and she just stares right back. So clever; sometimes it seems as if she's figuring out how to open doors.",|cFFFFD200Profession: |rArchaeology
267,Reduces the likelihood of being eaten by monsters when you enter pitch-black places.,|cFFFFD200Profession:|r Cataclysm Enchanting (75)|n|cFFFFD200Formula:|r Enchanted Lantern
268,"Nations tremble under his shadow - the Destroyer, the one-time Aspect of Earth, and the monster responsible for breaking Azeroth asunder.  Now in a convenient travel-size!",|cFFFFD200Promotion:|r Cataclysm Collector's Edition
270,Fire hatchlings are born from the ashes of a phoenix. Dark hatchlings emerge from their shadows.,"|cFFFFD200Vendor:|r Guild Vendor|n|cFFFFD200Zone:|r Stormwind, Orgrimmar|n|cFFFFD200Cost: |r300|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n"
271,"This bird is a salty veteran of the endless naval battles surrounding Tol Barad--a veteran whose grown plump from picking through the leftovers, that is.",|cFFFFD200Vendor: |rQuartermaster Brazie|n|cFFFFD200Zone: |rTol Barad Peninsula|n|cFFFFD200Faction: |rBaradin's Wardens - Honored|n|cFFFFD200Cost: |r50|TINTERFACE\ICONS\Achievement_Zone_TolBarad.blp:0|t
272,Rolls into a protective ball when it feels threatened. Or when its mother calls.,"|cFFFFD200Vendor:|r Guild Vendor|n|cFFFFD200Zone:|r Stormwind, Orgrimmar|n|cFFFFD200Cost: |r300|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n"
277,"Thought to be an original construct of the titans, the clockwork gnome has some gears smaller than the eye can see.",|cFFFFD200Profession: |rArchaeology
278,"The fighting in Tol Barad has made it difficult to find these kits, and numerous would-be owners have decimated the fox population there as a result.",|cFFFFD200Drop: |rBaradin Fox|n|cFFFFD200Zone: |rTol Barad Peninsula
279,"The elemental shale spider is no true arachnid, but it has durability and ferocity that make it feared even in Deepholm.",|cFFFFD200Drop: |rJadefang|n|cFFFFD200Zone: |rDeepholm
280,Guild pages must be fearless since they are called upon to announce their guild's victories over the Horde in battle.,"|cFFFFD200Vendor: |rGuild Vendor|n|cFFFFD200Zone:|r Stormwind, Orgrimmar|n|cFFFFD200Cost: |r300|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|cFFFFD200Cooldown: |r8 hrs"
281,"When a guild earns enough glory by defeating Alliance champions, some orcs will come to share the glory by serving the guild.","|cFFFFD200Vendor: |rGuild Vendor|n|cFFFFD200Zone:|r Stormwind, Orgrimmar|n|cFFFFD200Cost: |r300|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|cFFFFD200Cooldown: |r8 hrs"
282,"When guilds have accumulated enough wealth, brave soldiers are often called to bear their standards.","|cFFFFD200Vendor: |rGuild Vendor|n|cFFFFD200Zone:|r Stormwind, Orgrimmar|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|cFFFFD200Cooldown: |r4 hrs"
283,Wealthy guilds draw the attention of soldiers willing to carry their standards into battle.,"|cFFFFD200Vendor: |rGuild Vendor|n|cFFFFD200Zone:|r Stormwind, Orgrimmar|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|cFFFFD200Cooldown: |r4 hrs"
285,"Always 'ready to play,' Landro's Lil' XT is almost indistinguishable from the original. Prone to tantrums and narcolepsy.",|cFFFFD200Trading Card Game: |rWorldbreaker|n
286,The grubs of the Plaguelands are a side effect of necromantic corruption and the massive number of corpses there. Mr. Grubbs is from a particularly acrobatic breed.,|cFFFFD200World Drop:|r Eastern Plaguelands (requires Fiona's Lucky Charm)
287,"After swarming around open lava pits during the day, these strange insects emit a fiery glow at night.","|cFFFFD200Quest:|r SEVEN! YUP!, Not Fireflies, Flameflies|n|cFFFFD200Zone:|r Burning Steppes|n"
289,"You'll find him in his shell, exactly where a snail has to be!",|cFFFFD200World Event:|r Children's Week
291,This sweet flower will brighten your day with its warm smile and cheerful song! Also strong against undead.,|cFFFFD200Quest:|r Lawn of the Dead|n|cFFFFD200Zone:|r Hillsbrad Foothills|n
292,"Higitus figi- hockity pocki- abracadab- prestidig--oh, pinfeathers!",|cFFFFD200Profession: |rEnchanting
293,"Often confused by miners as a rare gem, the geode initially makes its presence known by emitting melodic reverberations.","|cFFFFD200Drop:|r Elementium Vein, Rich Elementium Vein|n|cFFFFD200Zone:|r Deepholm, Twilight Highlands, Uldum"
294,Deathwing's emergence transformed the whole of Azeroth; not even the ocean-dwelling murlocs were immune to his corrupt influence.,|cFFFFD200Promotion:|r BlizzCon 2010
296,Moonkin are blessed by Elune and spread nature's grace wherever they travel. The festive fowls are always in the mood for a dance.,|cFFFFD200In-Game Shop:|r Alliance
297,It's never too soon to summon this tiny aspect of the dread Firelord.,|cFFFFD200In-Game Shop|r
298,The distinct roar of the moonkin is one of the most terrifying sounds in nature.,|cFFFFD200In-Game Shop:|r Horde
301,"It looked up at you with those huge black eyes and seemed to ask, 'Are you my mommy?'",|cFFFFD200Quest:|r Some Good Will Come|n|cFFFFD200Zone:|r Northern Stranglethorn|n|n
302,"How the goblin Landro Longshot initially came into possession of the lichling remains a mystery, but he was all too eager to wager it in a game of cards.",|cFFFFD200Trading Card Game:|r Worldbreaker
303,Elune made nightsabers silver and black so they could meld into the shadows on a moonlit night.,|cFFFFD200Trading Card Game:|r Twilight of the Dragons
306,Winterspring cubs are happiest when frolicking in freshly fallen snow.,|cFFFFD200Vendor: |rMichelle De Rum|n|cFFFFD200Zone: |rWinterspring|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
307,"Born in the jungles of Stranglethorn, unlucky raptor hatchlings are often captured by the Gurubashi and taken to the troll city of Zul'Gurub.",|cFFFFD200Quest: |rAn Old Friend|n|cFFFFD200Zone: |rZul'Gurub
308,"Wild marsh walkers are dangerously aggressive, but they're loyal and affectionate if you manage to tame them.",|cFFFFD200World Event:|r Children's Week
309,"Pterrordax eggs are incubated underneath the fossils of their forebears, allowing the hatchlings to absorb their ancestors' ferocity and intelligence.",|cFFFFD200Profession: |rArchaeology
310,"Voodoo figurines were often empowered by flasks of mojo, troll sweat, and the flesh of tribal enemies.",|cFFFFD200Profession: |rArchaeology
311,"Still a little clumsy, this tiny winged lion is learning how to be the best mount it can be!",|cFFFFD200In-Game Shop|r
316,"Not yet the fearsome creatures they grow to in adulthood, the Cenarion hatchlings have an almost harmless appearance that has caught novice trainers of the Cenarion Circle off guard.",|cFFFFD200In-Game Shop|r
317,"The cubs of Hyjal suffered much during the Cataclysm. On the bright side, the devastation also led to their newfound love of heights and daredevil stunts.",|cFFFFD200Vendor: |rVarlan Highbough|n|cFFFFD200Zone: |rMolten Front|n|cFFFFD200Cost: |r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
318,"Native to the ashen soils of the Firelands, the lasher was transplanted to Azeroth with the help of the Guardians of Hyjal.",|cFFFFD200Vendor: |rAyla Shadowstorm|n|cFFFFD200Zone: |rMolten Front|n|cFFFFD200Cost: |r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t
319,"Ride with the moon (and this furry, whiskered witch) in the dead of night!",|cFFFFD200World Event:|r Hallow's End|n|cFFFFD200Vendor: |rWoim|n|cFFFFD200Zone: |rTirisfal Glades|n|cFFFFD200Cost: |r150|TINTERFACE\ICONS\achievement_halloween_candy_01:0|t|n|n|cFFFFD200Vendor: |rPippi|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r150|TINTERFACE\ICONS\achievement_halloween_candy_01:0|t
320,A legendary member of the blue dragonflight.,"|cFFFFD200Vendor: |rGuild Vendor|n|cFFFFD200Zone:|r Stormwind, Orgrimmar|n|cFFFFD200Cost: |r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n"
321,Previous owners of the crate have reported the disappearance of other pets from their collection.,|cFFFFD200World Event:|r Hallow's End
323,"Most squirrels hoard acorns for sustenance. Nuts, on the other hand, hoards acorns to stock its supply of ammunition.",|cFFFFD200Achievement: |rPetting Zoo|n|cFFFFD200Category: |rPet Battles
325,"One of the rarest creatures, this kaliri is set apart from others by its brilliant plumage and the lengths hunters will go to capture them.",|cFFFFD200Achievement: |rMenagerie|n|cFFFFD200Category: |rPet Battles
328,You might think this fish out of water would be a weak opponent... until you see the intensity that lies within its protective bubble.,|cFFFFD200Trading Card Game:|r Throne of the Tides
329,"When you're confronting Murkablo or any of the Prime Murlocs, possession of a soulstone is strongly advised.",|cFFFFD200Promotion:|r BlizzCon 2011
330,"The monkeys of Azeroth are infamous tricksters, and these beloved companions of the Darkmoon Faire have taken that innate cunning to a whole new level.",|cFFFFD200Vendor: |rLhara|n|cFFFFD200Zone: |rDarkmoon Island|n|cFFFFD200Cost: |r90|TINTERFACE\ICONS\inv_misc_ticket_darkmoon_01:0|t |n
331,"Created to entertain children at the Darkmoon Faire, these magical balloons never lose their floatiness.",|cFFFFD200Quest:|r Blown Away|n|cFFFFD200Zone:|r Stormwind
332,"A magical wonder, these balloons will never deflate and are traditionally created in batches of ninety-nine.",|cFFFFD200Quest:|r Blown Away|n|cFFFFD200Zone:|r Orgrimmar|n
333,The grell are embodiments of the wild side of nature. Tame ones are very rare.,|cFFFFD200Trading Card Game:|r Crown of the Heavens
335,This shelled reptile bravely protects the home on its back with an unwaveringly happy disposition.,|cFFFFD200Vendor: |rLhara|n|cFFFFD200Zone: |rDarkmoon Island|n|cFFFFD200Cost: |r90|TINTERFACE\ICONS\inv_misc_ticket_darkmoon_01:0|t 
336,It just floats along...,|cFFFFD200Vendor: |rLhara|n|cFFFFD200Zone: |rDarkmoon Island|n|cFFFFD200Cost: |r90|TINTERFACE\ICONS\inv_misc_ticket_darkmoon_01:0|t |n
337,"A stowaway from Greatfather Winter's workshop, this tiny elemental found himself trapped in a present that was stolen by the Abominable Greench.",|cFFFFD200World Event:|r Feast of Winter Veil
338,"A favorite of children across Azeroth, this tough little toy can withstand even the most aggressive imagination.",|cFFFFD200Vendor: |rLhara|n|cFFFFD200Zone: |rDarkmoon Island|n|cFFFFD200Cost: |r90|TINTERFACE\ICONS\inv_misc_ticket_darkmoon_01:0|t 
339,"Lacking the mines and rockets of its predecessor, this kid-friendly faire prize is a new favorite among Azeroth's children.",|cFFFFD200Vendor: |rLhara|n|cFFFFD200Zone: |rDarkmoon Island|n|cFFFFD200Cost: |r90|TINTERFACE\ICONS\inv_misc_ticket_darkmoon_01:0|t 
340,"Despite its diminutive size, it is impossible to miss a sea pony cutting through the water.",|cFFFFD200Profession: |rFishing|n|cFFFFD200Zone: |rDarkmoon Island
341,"These magical lanterns are acquired at the Lunar Festival, which celebrates the defeat of the Burning Legion by the free races of Azeroth.",|cFFFFD200World Event:|r Lunar Festival|n|cFFFFD200Vendor: |rValadar Starsong|n|cFFFFD200Zone: |rMoonglade|n|cFFFFD200Cost: |r50|TINTERFACE\ICONS\INV_Misc_ElvenCoins:0|t
342,"The light from each lantern honors the soul of an ancestor spirit. During the Lunar Festival, these ghostly elders pass along their wisdom to the current generation.",|cFFFFD200World Event:|r Lunar Festival|n|cFFFFD200Vendor: |rValadar Starsong|n|cFFFFD200Zone: |rMoonglade|n|cFFFFD200Cost: |r50|TINTERFACE\ICONS\INV_Misc_ElvenCoins:0|t
343,"This snuggly kitten loves to frolic, but sometimes it seems to be chasing things that aren't really there.",|cFFFFD200Vendor: |rLhara|n|cFFFFD200Zone: |rDarkmoon Island|n|cFFFFD200Cost: |r90|TINTERFACE\ICONS\inv_misc_ticket_darkmoon_01:0|t |n
