ID,OverrideName_lang,OverrideSubtext_lang,OverrideDescription_lang
36322,,,+$ev1 $en1 when crafting mail chest armor.
36323,,,Learn to craft a $@spellname375117.
36324,Mail Shirts,,"Improve at making mail chest armor, gaining +$ev1 $en1 per point in this Specialization."
36325,,,Learn the final sub-specialization.|n|nLearn to use Chain Oil Finishing Reagents on large mail armor patterns.
36326,,,Learn a sub-specialization of your choice.|n|n+$ev1 $en1 when making large mail armor.
36327,,,Learn a sub-specialization of your choice.
36328,,,+$ev1 $en1 when crafting large mail armor.
36329,,,Learn a sub-specialization of your choice.
36330,,,+$ev1 $en1 when crafting large mail armor.
36331,,,Learn to use Optional Reagents to specify the secondary stats on many large mail armor patterns.
36332,Large Mail,,"Improve at making large mail armor for chests, helms, shoulders, and wrists, gaining +$ev1 $en1 per point in this Specialization."
36333,,,Armor Crafting is $ev1% faster.|n|n+$ev2 $en2 and +$ev3 $en3 when making mail armor.
36334,,,+$ev1 $en1 when crafting mail armor.
36335,,,Learn the final sub-specialization.
36336,,,+$ev1 $en1 when crafting mail armor.
36337,,,Learn a sub-specialization of your choice.
36338,,,+$ev1 $en1 when crafting mail armor.
36339,,,Learn to use Optional Reagents to upgrade item level on most mail armor patterns.
36340,Mail Armor Crafting,,"Improve at making mail armor, gaining +$ev1 $en1 per point in this Specialization."
36341,Belts,,
36342,Shoulderguards,,
36343,Boots,,
36344,Gauntlets,,
36345,Intricate Mail,,
36346,Bracers,,
36347,Mail Helms,,
36348,Greaves,,
36349,Mail Shirts,,
36350,Large Mail,,
36351,Mail Armor Crafting,,Specialize in crafting high quality mail armor.
36393,,,Learn to craft and use the $@spellname375166 Finishing Reagent to improve Skill when crafting leather foot armor.
36394,,,+$ev1 $en1 when crafting leather foot armor.
36395,,,+$ev1 $en1 when crafting leather foot armor.
36396,,,+$ev1 $en1 when crafting leather foot armor.
36397,,,Learn to craft a $@spellname375110.
36398,Boots,,"Improve at making leather foot armor, gaining +1 Skill per point in this Specialization."
36399,,,Learn to craft and use the $@spellname375166 Finishing Reagent to improve Skill when crafting leather waist armor.
36400,,,+$ev1 $en1 when crafting leather waist armor.
36401,,,+$ev1 $en1 when crafting leather waist armor.
36402,,,+$ev1 $en1 when crafting leather waist armor.
36403,,,Learn to craft a $@spellname375115.
36404,Belts,,"Improve at making leather waist armor, gaining +1 Skill per point in this Specialization."
36405,,,Learn to craft and use the $@spellname375166 Finishing Reagent to improve Skill when crafting leather glove armor.
36406,,,+$ev1 $en1 when crafting leather gloves.
36407,,,+$ev1 $en1 when crafting leather gloves.
36408,,,+$ev1 $en1 when crafting leather gloves.
36409,,,Learn to craft a $@spellname375111.
36410,Gloves,,"Improve at making leather gloves, gaining +1 Skill per point in this Specialization."
36411,,,Learn to craft and use the $@spellname375166 Finishing Reagent to improve Skill when crafting leather leg armor.
36412,,,+$ev1 $en1 when crafting leather leg armor.
36413,,,+$ev1 $en1 when crafting leather leg armor.
36414,,,+$ev1 $en1 when crafting leather leg armor.
36415,,,Learn to craft a $@spellname375113.
36416,Legguards,,"Improve at making leather leg armor, gaining +1 Skill per point in this Specialization."
36417,,,Learn the final sub-specialization.|n|nLearn to use Curing Agent Finishing Reagents on embroidered leather armor patterns.
36418,,,Learn a sub-specialization of your choice.|n|n+$ev1 $en1 when making embroidered leather armor patterns.
36419,,,Learn a sub-specialization of your choice.
36420,,,+$ev1 $en1 when crafting embroidered leather armor patterns.
36421,,,Learn a sub-specialization of your choice.
36422,,,+$ev1 $en1 when crafting embroidered leather armor patterns.
36423,,,Learn to use Optional Reagents to specify the secondary stats on many embroidered leather armor patterns.
36424,Embroidered Leather Armor,,"Improve at making embroidered leather armor for the legs, hands, waist, and feet, gaining +$ev1 $en1 per point in this Specialization."
36425,,,Learn to craft and use the $@spellname375166 Finishing Reagent to improve Skill when crafting leather wrist armor.
36426,,,+$ev1 $en1 when crafting leather wrist armor.
36427,,,+$ev1 $en1 when crafting leather wrist armor.
36428,,,+$ev1 $en1 when crafting leather wrist armor.
36429,,,Learn to craft a $@spellname375116.
36430,Wristwraps,,"Improve at making leather wrist armor, gaining +1 Skill per point in this Specialization."
36431,,,Learn to craft and use the $@spellname375166 Finishing Reagent to improve Skill when crafting leather shoulder armor.
36432,,,+$ev1 $en1 when crafting leather shoulder armor.
36433,,,+$ev1 $en1 when crafting leather shoulder armor.
36434,,,+$ev1 $en1 when crafting leather shoulder armor.
36435,,,Learn to craft a $@spellname375114.
36436,Shoulderpads,,"Improve at making leather shoulder armor, gaining +1 Skill per point in this Specialization."
36437,,,Learn to craft and use the $@spellname375166 Finishing Reagent to improve Skill when crafting leather helms.
36438,,,+$ev1 $en1 when crafting leather helms.
36439,,,+$ev1 $en1 when crafting leather helms.
36440,,,+$ev1 $en1 when crafting leather helms.
36441,,,Learn to craft a $@spellname375112.
36442,Helms,,"Improve at making leather helms, gaining +1 Skill per point in this Specialization."
36443,,,Learn to craft and use the $@spellname375166 Finishing Reagent to improve Skill when crafting leather chest armor.
36444,,,+$ev1 $en1 when crafting leather chest armor.
36445,,,+$ev1 $en1 when crafting leather chest armor.
36446,,,+$ev1 $en1 when crafting leather chest armor.
36447,,,Learn to craft a $@spellname375109.
36448,Chestpieces,,"Improve at making leather chest armor, gaining +1 Skill per point in this Specialization."
36449,,,Learn the final sub-specialization.|n|nLearn to use Curing Agent Finishing Reagents on shaped leather armor patterns.
36450,,,Learn a sub-specialization of your choice.|n|n+$ev1 $en1 when making shaped leather armor patterns.
36451,,,Learn a sub-specialization of your choice.
36452,,,+$ev1 $en1 when crafting shaped leather armor patterns.
36453,,,Learn a sub-specialization of your choice.
36454,,,+$ev1 $en1 when crafting shaped leather armor patterns.
36455,,,Learn to use Optional Reagents to specify the secondary stats on many shaped leather armor patterns.
36456,Shaped Leather Armor,,"Improve at making shaped leather armor for chests, helms, shoulders, and wrists, gaining +$ev1 $en1 per point in this Specialization."
36457,,,Armor Crafting is $ev1% faster.|n|n+$ev2 $en2 and +$ev3 $en3 when making leather armor.
36458,,,+$ev1 $en1 when crafting leather armor.
36459,,,Learn the final sub-specialization.
36460,,,+$ev1 $en1 when crafting leather armor.
36461,,,Learn a sub-specialization of your choice.
36462,,,+$ev1 $en1 when crafting leather armor.
36463,,,Learn to use Optional Reagents to upgrade the item level of most leather armor patterns.
36464,Leather Armor Crafting,,"Improve at making leather armor, gaining +$ev1 $en1 per point in this Specialization."
36465,Boots,,
36466,Belts,,
36467,Gloves,,
36468,Legguards,,
36469,Embroidered Leather Armor,,
36470,Wristwraps,,
36471,Shoulderpads,,
36472,Helms,,
36473,Chestpieces,,
36474,Shaped Leather Armor,,
36475,Leather Armor Crafting,,Specialize in crafting high quality leather armor.
36510,,,Further increases the yield of gems from hoards.
36511,,,+$ev1 $en1 when crafting prisms and glassware.
36512,,,Learn how to create the $@spellname374551 which is a gem hoard that offers a variety of gems.
36513,,,+$ev1 $en1 when crafting prisms and glassware.
36514,,,"Learn how to create $@spellname377960, a pair of cosmetic glasses that are always in style."
36515,,,Increases the yield of gems from hoards.
36516,,,+$ev1 $en1 when crafting prisms and glassware.
36517,,,The cooldown on creating gem hoards is reduced by 50%.
36518,,,+$ev1 $en1 when crafting prisms and glassware.
36519,,,Learn how to create $@spellname374518 which allow players to take the appearance of another player for a short while.
36520,Glassware,,"Improve your ability to create prisms, glassware, and gem hoards, gaining +$ev1 $en1 for these crafts."
36521,,,+$ev1 $en1 when crafting most reagents and profession gear.
36522,,,+$ev1 $en1 when crafting most reagents and profession gear.
36523,,,+$ev1 $en1 when crafting most reagents and profession gear.
36524,,,+$ev1 $en1 when crafting most reagents and profession gear.
36525,,,+$ev1 $en1 when crafting most reagents and profession gear.
36526,,,+$ev1 $en1 when crafting most reagents and profession gear.
36527,,,"Learn how to create $@spellname374484, a finishing reagent often desired by scribes."
36528,Extravagancies,,"Improve your ability to create non-glassware reagents of all sorts and profession gear, gaining +$ev1 $en1 for these crafts."
36529,,,Prospecting Prismatic Ore has a chance to contain Khaz'gorite Ore.|n|nProspecting speed increased by $ev1%.
36530,,,Increases your chances of acquiring raw gems when prospecting.
36531,,,+$ev1 $en1 when prospecting.
36532,,,Increase your chances of acquiring glass when prospecting.
36533,,,Prospecting speed increased by $ev1%.
36534,,,"You can now discover Prismatic Ore when prospecting, which itself can be prospected for higher gem yield."
36535,Prospecting,,"Improve in the delicate task of prospecting to increase yield and efficiency, gaining +$ev1 $en1 when prospecting per point in this specialization."
36536,,,Learn the final sub-specialization.|n|nLearn how to create the $@spellname374522 toy.
36537,,,"+$EV1 $EN1 when crafting reagents of all kinds, glassware, and profession equipment."
36538,,,Learn a sub-specialization of your choice.|n|nLearn to craft and use the $@spellname391782 Finishing Reagent to improve Skill with these designs.
36539,,,Learn how to make $@spellname392697 which is used with the Engineering crafted Zapthrottle Soul Inhaler to capture elemental souls.
36540,,,Learn a sub-specialization of your choice.|n|nGain the ability to use Polishing Cloth to apply finishing touches to your designs.
36541,,,"+$EV1 $EN1 when crafting reagents of all kinds, glassware, and profession equipment."
36542,,,"Learn how to create $@spellname374483, a Finishing Reagent often desired by scribes."
36543,Enterprising,,"Improve in the business of jewelcrafting, gaining +$ev1 $en1 for prospecting, reagents of all kinds, and profession equipment per point in this specialization."
36544,Glassware,,
36545,Extravagancies,,
36546,Prospecting,,
36547,Enterprising,,Specialize in prospecting gems from ore and the creation of basic and finishing reagents used in your own crafts and those of other professions.
36548,,,Learn how to cut Illimited Diamonds with Frost essence to create $@spellname374470.
36549,,,+$ev1 $en1 when cutting Frost gems.
36550,,,Learn to craft and use the $@spellname391782 Finishing Reagent to improve Skill when cutting Frost gems.
36551,,,+$ev1 $en1 when cutting Frost gems.
36552,,,Learn how to cut $@spellname374449.
36553,,,+$ev1 $en1 when cutting Frost gems.
36554,,,Learn how to cut $@spellname374458.
36555,,,+$ev1 $en1 when cutting Frost gems.
36556,,,Learn to create $@spellname374548 which will allow you to periodically convert Mystic Sapphires into Malygite.
36557,Frost,,"Improve at cutting gems with Frost, gaining +$ev1 $en1 for all Frost cuts per point in this specialization."
36558,,,Learn how to cut Illimited Diamonds with Fire essence to create $@spellname374465.
36559,,,+$ev1 $en1 when cutting Fire gems.
36560,,,Learn to craft and use the $@spellname391782 Finishing Reagent to improve Skill when cutting Fire gems.
36561,,,+$ev1 $en1 when cutting Fire gems.
36562,,,Learn how to cut $@spellname374445.
36563,,,+$ev1 $en1 when cutting Fire gems.
36564,,,Learn how to cut $@spellname374450.
36565,,,+$ev1 $en1 when cutting Fire gems.
36566,,,Learn to create $@spellname374546 which will allow you to periodically convert Queen's Ruby into Alexstraszite.
36567,Fire,,"Improve at cutting gems with fire, gaining +$ev1 $en1 for all fire cuts per point in this specialization."
36568,,,Learn how to cut Illimited Diamonds with Earth essence to create $@spellname374468.
36569,,,+$ev1 $en1 when cutting Earth gems.
36570,,,Learn to craft and use the $@spellname391782 Finishing Reagent to improve Skill when cutting Earth gems.
36571,,,+$ev1 $en1 when cutting Earth gems.
36572,,,Learn how to cut $@spellname374459.
36573,,,+$ev1 $en1 when cutting Earth gems.
36574,,,Learn how to cut $@spellname374448.
36575,,,+$ev1 $en1 when cutting Earth gems.
36576,,,Learn to create $@spellname374549 which will allow you to periodically convert Sundered Onyx into Neltharite.
36577,Earth,,"Improve at cutting gems with earth, gaining +$ev1 $en1 for all earth cuts per point in this specialization."
36578,,,Learn how to cut Illimited Diamonds with Air essence to create $@spellname374467.
36579,,,+$ev1 $en1 when cutting Air gems.
