ID,Name_lang,Description_lang,ToastDescription_lang
1286,Resonance Crystals,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive a Trove of Resonance Crystals.,Resonance Crystals Available
1288,You Play with Candle!,You may acquire Candleflexer's Dumbbell from Waxmonger Squick in Gundargaz.,Toy Unlocked
1293,Radiant Remnant Drops Increased,Rare creatures in Spreading the Light will now drop significantly more Radiant Remnants.,Radiant Remnant Drops Increased
1294,Carved Harbinger Crests,Speak to a Hallowfall Arathi emissary in Dornogal or Mereldar to receive 15 Carved Harbinger Crests. These can be used to increase an item's level.,Carved Harbinger Crests Available
1301,Carved Harbinger Crests,Speak to a Hallowfall Arathi emissary in Dornogal or Mereldar to receive 15 Carved Harbinger Crests. These can be used to increase an item's level.,Carved Harbinger Crests Available
1302,Trove of Resonance Crystals,Speak to a Hallowfall Arathi emissary in Dornogal or Mereldar to receive a Trove of Resonance Crystals.,Resonance Crystals Available
1307,Carved Crests,Speak to a Severed Threads emissary in Dornogal or The Weaver's Lair to receive 15 Carved Crests. These can be used to increase an item's level.,Carved Crests Available
1309,Overflowing Kej Wallet,Speak to a Severed Threads emissary in Dornogal or The Weaver's Lair to receive an Overflowing Kej Wallet,Kej Available
1311,Plunderlord's Monocle,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Plunderlord's Monocle appearance.|n|n""Helps with seeing out of only one eye.""",New Appearance Available
1312,Plunderlord's Tabard,"|cFF00ccffDragonflight Appearance|r|n|nUnlocks the Plunderlord's Tabard appearance.|n|n""You've proven you're buccaneer and dear to Captain Keg Leg's heart. Proudly display your captain's favor.""",New Appearance Available
1314,[DNT],[DNT],[DNT] Delves Renown Unlocked
1315,Delver's Dirigible Schematic: Lantern Wing,You may aquire the Lantern Wing Schematic for your Delver's Dirigible from Reno Jackson in Dornogal.,[DNT]
1316,Delver's Dirigible Schematic: Exhaust,You may aquire the Exhaust Schematic for your Delver's Dirigible from Reno Jackson in Dornogal.,[DNT]
1317,Delver's Dirigible Schematic: Lantern Nose,You may aquire the Lantern Nose Schematic for your Delver's Dirigible from Reno Jackson in Dornogal.,[DNT]
1318,Delver's Dirigible Schematic: Zeppelin,You may aquire the Zeppelin Schematic for your Delver's Dirigible from Reno Jackson in Dornogal.,[DNT]
1319,Delver's Dirigible Schematic: Brown Paint,You may aquire the Brown Paint Schematic for your Delver's Dirigible from Reno Jackson in Dornogal.,[DNT]
1320,A Trusty Hat,Speak to Reno Jackson in Dornogal to receive a Trusty Hat. Throw it on or to someone else!,[DNT]
1321,Purchasable Restored Coffer Keys,You may now purchase Restored Coffer Keys from Sir Finley in Dornogal.,[DNT]
1322,Hidden Stash from Deep Within,Receive 5000 Resonance Crystals,[DNT]
1323,Warbound Equipment Set,You may now purshase Warbound equipment (item level 567) from Sir Finley in Dornogal.,[DNT]
1324,Discounted Restored Coffer Key,You may now purchase Restored Coffer Keys from Sir Finley with a 50% discount.,[DNT]
1334,Armory Access II,You may acquire Veteran chest armor (item level 584) from Auralia Steelstrike in Mereldar.,Veteran Chest Available
1335,Valorstones,Speak to a Hallowfall Arathi emissary in Dornogal or Mereldar to receive Valorstones. These can be used to empower equipment with Cuzolth in Dornogal and other item upgrade vendors.,Valorstones Available
1336,Valorstones,Speak to a Hallowfall Arathi emissary in Dornogal or Mereldar to receive Valorstones. These can be used to empower equipment with Cuzolth in Dornogal and other item upgrade vendors.,Valorstones Available
1337,Armory Access III,You may acquire Champion wrist armor (item level 597) from Auralia Steelstrike in Mereldar.,Champion Wrists Available
1338,Valorstones,Speak to a Hallowfall Arathi emissary in Dornogal or Mereldar to receive Valorstones. These can be used to empower equipment with Cuzolth in Dornogal and other item upgrade vendors.,Valorstones Available
1339,Bunch of Brave Rocks,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive a Bunch of Brave Rocks. Valorstones can be used to empower equipment with Cuzolth in Dornogal and other item upgrade vendors.,Valorstones Available
1340,Valorstones,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive Valorstones. These can be used to empower equipment with Cuzolth in Dornogal and other item upgrade vendors.,Valorstones Available
1342,Valorstones,Speak with Auditor Balwurz in Dornogal to receive Valorstones. These can be used to empower equipment with Cuzolth in Dornogal and other item upgrade vendors.,Valorstones Available
1343,Valorstones,Speak with Auditor Balwurz in Dornogal to receive Valorstones. These can be used to empower equipment with Cuzolth in Dornogal and other item upgrade vendors.,Valorstones Available
1344,Valorstones,Speak to a Severed Threads emissary in Dornogal or The Weaver's Lair to receive Valorstones. These can be used to empower equipment with Cuzolth in Dornogal and other item upgrade vendors.,Valorstones Available
1345,Valorstones,Speak to a Severed Threads emissary in Dornogal or The Weaver's Lair to receive Valorstones. These can be used to empower equipment with Cuzolth in Dornogal and other item upgrade vendors.,Valorstones Available
1346,Valorstones,Speak to a Severed Threads emissary in Dornogal or The Weaver's Lair to receive Valorstones. These can be used to empower equipment with Cuzolth in Dornogal and other item upgrade vendors.,Valorstones Available
1348,Valorstones,Speak with Auditor Balwurz in Dornogal to receive Valorstones. These can be used to empower equipment with Cuzolth in Dornogal and other item upgrade vendors.,Valorstones Available
1349,The Show Must Go On I,"Speak to Wedneline at The Proscenium to have her assist you during performances, giving you a speed boost for the duration.",Proscenium Actor Unlocked
1350,Earth-Encrusted Gem,Speak with Auditor Balwurz in Dornogal to receive an Earth-Encrusted Gem. This can be used to purchase cosmetic ensembles from Osidion in Dornogal.,Earth-Encrusted Gem Available
1351,The Show Must Go On II,"Speak to Elma at The Proscenium to have her assist you during performances, giving you points throughout the performance.",Proscenium Actor Unlocked
1352,Profession Knowledge,"You may acquire profession knowledge for Alchemy, Blacksmithing, Enchanting, and Tailoring from Auditor Balwurz in Dornogal.",Profession Knowledge Available
1353,The Show Must Go On III,Speak to Rabaan at The Proscenium to gain access to a costume chest outside of performances.,Proscenium Actor Unlocked
1354,The Show Must Go On IV,"Speak to Burkhalt at The Proscenium to have him assist you during performances, giving you bonus Resonance Crystals.",Proscenium Actor Unlocked
1355,Busy Bee,You may acquire a Smoldering Cinderbee mount from Auditor Balwurz in Dornogal.,Flying Mount Unlocked
1356,Handful of Humming Shinies,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive a Handful of Humming Shinies.,Resonance Crystals Available
1357,Kobold Culinarian,You may acquire the Everything Stew cooking recipe from Waxmonger Squick in Gundargaz.,Cooking Recipe Unlocked
1358,Close Encounters of the Snuffling Kind,You may now encounter rare events when Snuffling.,Snuffling Events Unlocked
1359,Wax-Sealed Weathered Crests,"Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive Wax-Sealed Weathered Crests, which can be used to obtain 15 Weathered Harbinger Crests. These can be used to increase an item's level.",Weathered Crests Available
1360,Singed Resonance Crystal Pouch,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive a Singed Resonance Crystal Pouch.,Resonance Crystals Available
1361,Singed Resonance Crystal Satchel,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive a Singed Resonance Crystal Satchel.,Resonance Crystals Available
1362,You Take Candle!,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive a Big Candle. This can be sold to vendors for gold.,Big Candle Available
1363,Earth-Encrusted Gem,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive an Earth-Encrusted Gem. This can be used to purchase a cosmetic ensemble from Osidion in Dornogal.,Earth-Encrusted Gem Available
1364,Materiel Assistance II,You may now purchase rare Awakening Powers for the Awakening the Machine event from R-K-MEDES in Gundargaz.,Rare Awakening Powers Purchasable
1365,Every Day I'm Snuffling II,Snuffling treasures will now have additional rewards.,Snuffling Treasures Upgraded
1366,Gem-Studded Candelabra,"Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive a Gem-Studded Candelabra. You can remove an Earth-Encrusted Gem from the Candelabra, which are used to purchase cosmetic ensembles from Osidion in Dornogal.",Earth-Encrusted Gem Available
1367,You Take Bigger Candle!,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive a Really Big Candle. This can be sold to vendors for gold.,Really Big Candle Available
1369,Materiel Assistance III,You may now purchase epic Awakening Powers for the Awakening the Machine event from R-K-MEDES in Gundargaz.,Epic Awakening Powers Purchasable
1370,"Ooooh, Shiny!",You may purchase a Cyan Glowmite from Waxmonger Squick in Gundargaz.,Flying Mount Unlocked
1371,Big Pile of Humming Shinies,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive a Big Pile of Humming Shinies.,Resonance Crystals Available
1372,Lighting the Way I,You may now assist the Lamplighters in Spreading the Light. (Requires level 80),Spreading the Light Unlocked
1373,A Tinderbox of your Own I,Speak to Keyrra Flamestonge in Shadowgrove Vineyards to start a quest for the Honorary Tinderbox (item level 571).,Honorary Tinderbox Quest Unlocked
1374,Earth-Encrusted Gem,Speak to a Hallowfall Arathi emissary in Dornogal or Mereldar to receive an Earth-Encrusted Gem. This can be used to purchase a cosmetic ensemble from Osidion in Dornogal.,Earth-Encrusted Gem Available
1375,Lighting the Way III,You may now purchase additional consumables for the Spreading the Light Event from vendors in Hallowfall.,Additional Spreading the Light Consumables Available
1376,A Tinderbox of your Own II,Speak to Raen Dawncavalyr in Mereldar to start a quest for the Empowered Tinderbox (item level 584).,Empowered Tinderbox Quest Unlocked
1377,Profession Knowledge,"You may acquire profession knowledge for Jewelcrafting, Herbalism, Skinning, and Leatherworking from Auralia Steelstrike in Mereldar.",Profession Knowledge Available
1378,Earth-Encrusted Gem,Speak to a Hallowfall Arathi emissary in Dornogal or Mereldar to receive an Earth-Encrusted Gem. This can be used to purchase a cosmetic ensemble from Osidion in Dornogal.,Earth-Encrusted Gem Available
1379,A Tinderbox of your Own III,Speak to a Mysterious Child in Mereldar to start a quest for the Darkened Tinderbox (item level 597).,Darkened Tinderbox Quest Unlocked
1380,The Light Binds Us All,You may acquire a Shackled Shadow from Auralia Steelstrike in Mereldar.,Flying Mount Unlocked
1381,Finding Beledar,You may acquire a Beledar's Attunement from Auralia Steelstrike in Mereldar. This can help you locate Beledar's Spawn.,Beledar's Attunement Unlocked
1382,Kej Vendors Unlocked,You may now trade with vendors in Azj-Kahet that accept Kej.,Kej Vendors Unlocked
1385,Weathered Harbinger Crests,Speak to a Severed Threads emissary in Dornogal or The Weaver's Lair to receive 15 Weathered Crests. These can be used to increase an item's level.,Weathered Crests Available
1386,Earth-Encrusted Gem,Speak to a Severed Threads emissary in Dornogal or The Weaver's Lair to receive an Earth-Encrusted Gem. This can be used to purchase a cosmetic ensemble from Osidion in Dornogal.,Earth-Encrusted Gem Available
1387,Rolling in the Depths II,You may acquire an Aquamarine Swarmite from Lady Vinazian in The Weaver's Lair.,Flying Mount Unlocked
1388,Earthen Works,"You may acquire recipes for Stormbound Armor Kit, Enchant Chest - Council's Intellect, and Contract: Council of Dornogal from Auditor Balwurz in Dornogal.",Profession Recipes Available
1389,Earth-Encrusted Gem,Speak with Auditor Balwurz in Dornogal to receive an Earth-Encrusted Gem. This can be used to purchase a cosmetic ensemble from Osidion in Dornogal.,Earth-Encrusted Gem Available
1390,Machine Learning,You may acquire the recipe for Contract: Council of Dornogal and Pattern:Hideseeker's Tote from Waxmonger Squick in Gundargaz.,Profession Recipes Available
1391,Void-Lit Teachings,"You may acquire recipes for Enchant Boots - Scout's March, and Contract: Hallowfall Arathi, and Plans: Charged Claymore from Auralia Steelstrike in Mereldar.",Profession Recipes Available
1392,Nerubian Teachings,"You may acquire recipes for Oil of Deep Toxins, Algari Alchemist Stone, and Contract: The Severed Threads from Lady Vinazian in The Weaver's Lair.",Profession Recipes Available
1393,Deeps Designs I,You may acquire a level 74 neck (item level 509) from Waxmonger Squick in Gundargaz.,Leveling Neck Available
1394,Council's Collection I,You may acquire a level 72 cloak (item level 467) from Auditor Balwurz in Dornogal.,Leveling Cloak Available
1395,Armory Access I,You may acquire level 76 hand armor (item level 528) from Auralia Steelstrike in Mereldar.,Leveling Hands Available
1396,All that Glitters I,You may acquire a level 78 ring (item level 541) from Lady Vinazian in The Weaver's Lair.,Leveling Ring Available
1397,Rocking and Rolling,You may acquire Rockslidomancer's Stone from Auditor Balwurz in Dornogal.,Toy Unlocked
1398,Carved Harbinger Crests,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive 15 Carved Harbinger Crests. These can be used to increase an item's level.,Carved Crests Available
1399,Bunch of Brave Rocks,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive a Bunch of Brave Rocks. Valorstones can be used to empower equipment with Cuzolth in Dornogal and other item upgrade vendors.,Valorstones Available
1400,Carved Harbinger Crests,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive 15 Carved Harbinger Crests. These can be used to increase an item's level.,Carved Crests Available
1401,Crest of the Kobolds,"Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive a Crest of the Kobolds. This can be used to uncover an Enchanted Runed Harbinger Crest, which is used as an optional reagent to increase a crafted item's level up to 606.",Enchanted Runed Harbinger Crest Available
1402,Bunch of Brave Rocks,Speak to an Assembly of the Deeps emissary in Dornogal or Gundargaz to receive a Bunch of Brave Rocks. Valorstones can be used to empower equipment with Cuzolth in Dornogal and other item upgrade vendors.,Valorstones Available
1403,It's Lit!,You may acquire Trial of Burning Light from Auralia Steelstrike in Mereldar.,Toy Unlocked
1404,Spinning,You may acquire Arachnoserum from Lady Vinazian in The Weaver's Lair.,Toy Unlocked
