ID,Name_lang,SourceText_lang,Description_lang
142,Swift Purple Wind Rider,|cFFFFD200Vendor: |rDrakma|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,I still don't get why they fly faster when you put armor on them. -Drakma
145,Blue Mechanostrider,|cFFFFD200Vendor: |rMilli Featherwhistle|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""The terradynamic exo-plotters are conjoined by hydraulic imaging to the equilibrium enhancers..."" -Binjy Featherwhistle"
146,Swift Pink Hawkstrider,|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Their plumage is more beautiful than any other. Subtlety is for the birds! I mean... other birds."" -Viera Sunwhisper"
147,Brown Elekk,|cFFFFD200Vendor: |rTorallius the Pack Handler|n|cFFFFD200Zone: |rAzuremyst Isle|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Patient and strong, the Elekk exemplify the Draenei attitude towards the hardships of life."
149,Thalassian Charger,|cFFFFD200Paladin|r,Basking in the power of M'uru has strengthened its will.
150,Thalassian Warhorse,|cFFFFD200Paladin|r,A loyal companion to any who would protect Silvermoon.
151,Dark War Talbuk,"|cFFFFD200Vendor: |rAldraan (Alliance)|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Cost: |r100|Hitem:26045|h|TINTERFACE\ICONS\INV_MISC_RUNE_08.BLP:0|t|h20|Hitem:26044|h|TINTERFACE\ICONS\INV_MISC_RUNE_09.BLP:0|t|h|n|n|cFFFFD200Vendor: |rCoreiel (Horde)|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Cost: |r100|Hitem:26045|h|TINTERFACE\ICONS\INV_MISC_RUNE_08.BLP:0|t|h20|Hitem:26044|h|TINTERFACE\ICONS\INV_MISC_RUNE_09.BLP:0|t|h","Despite their docile nature, talbuks have been known to gore seasoned warriors to death when threatened."
152,Red Hawkstrider,|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Some of our brethren prefer horses, but the hawkstrider will always be the true symbol of Silvermoon. -Winaestra"
153,Cobalt War Talbuk,"|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Despite their docile nature, talbuks have been known to gore seasoned warriors to death when threatened."
154,White War Talbuk,"|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Despite their docile nature, talbuks have been known to gore seasoned warriors to death when threatened."
155,Silver War Talbuk,"|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Despite their docile nature, talbuks have been known to gore seasoned warriors to death when threatened."
156,Tan War Talbuk,"|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Despite their docile nature, talbuks have been known to gore seasoned warriors to death when threatened."
157,Purple Hawkstrider,|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Some of our brethren prefer horses, but the hawkstrider will always be the true symbol of Silvermoon. -Winaestra"
158,Blue Hawkstrider,|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Some of our brethren prefer horses, but the hawkstrider will always be the true symbol of Silvermoon. -Winaestra"
159,Black Hawkstrider,|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Some of our brethren prefer horses, but the hawkstrider will always be the true symbol of Silvermoon. -Winaestra"
160,Swift Green Hawkstrider,|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Their plumage is more beautiful than any other. Subtlety is for the birds! I mean... other birds. -Viera Sunwhisper
161,Swift Purple Hawkstrider,|cFFFFD200Vendor: |rWinaestra|n|cFFFFD200Zone: |rEversong Woods|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Their plumage is more beautiful than any other. Subtlety is for the birds! I mean... other birds. -Viera Sunwhisper
162,Swift Warstrider,|cFFFFD200Vendor: |rRaider Bork|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,You watch what happens when their master is attacked and you will see those birds in a whole new light. - Raider Bork
163,Gray Elekk,|cFFFFD200Vendor: |rTorallius the Pack Handler|n|cFFFFD200Zone: |rAzuremyst Isle|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Patient and strong, the Elekk exemplify the Draenei attitude towards the hardships of life."
164,Purple Elekk,|cFFFFD200Vendor: |rTorallius the Pack Handler|n|cFFFFD200Zone: |rAzuremyst Isle|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Patient and strong, the Elekk exemplify the Draenei attitude towards the hardships of life."
165,Great Green Elekk,|cFFFFD200Vendor: |rTorallius the Pack Handler|n|cFFFFD200Zone: |rAzuremyst Isle|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"An alpha member of the herd, this elekk is a prime example of the mighty creatures which thunder through Northern Nagrand."
166,Great Blue Elekk,|cFFFFD200Vendor: |rTorallius the Pack Handler|n|cFFFFD200Zone: |rAzuremyst Isle|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"An alpha member of the herd, this elekk is a prime example of the mighty creatures which thunder through Northern Nagrand."
167,Great Purple Elekk,|cFFFFD200Vendor: |rTorallius the Pack Handler|n|cFFFFD200Zone: |rAzuremyst Isle|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"An alpha member of the herd, this elekk is a prime example of the mighty creatures which thunder through Northern Nagrand."
168,Fiery Warhorse,|cFFFFD200Drop: |rAttumen the Huntsman|n|cFFFFD200Location:|r Karazhan,Was one of the most vicious steeds stabled in Karazhan.
169,Swift Nether Drake,|cFFFFD200Legacy|r,The most aggressive nether drakes were awarded those heroes who showed significant prowess and commitment in the gladiatorial arena.
170,Cobalt Riding Talbuk,"|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",The orcs once hunted these graceful herd animals as part of the om'riggor rite of passage ceremony.
171,Dark Riding Talbuk,"|cFFFFD200Vendor: |rAldraan (Alliance)|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Cost: |r70|Hitem:26045|h|TINTERFACE\ICONS\INV_MISC_RUNE_08.BLP:0|t|h15|Hitem:26044|h|TINTERFACE\ICONS\INV_MISC_RUNE_09.BLP:0|t|h|n|n|cFFFFD200Vendor: |rCoreiel (Horde)|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Cost: |r70|Hitem:26045|h|TINTERFACE\ICONS\INV_MISC_RUNE_08.BLP:0|t|h15|Hitem:26044|h|TINTERFACE\ICONS\INV_MISC_RUNE_09.BLP:0|t|h",The orcs once hunted these graceful herd animals as part of the om'riggor rite of passage ceremony.
172,Silver Riding Talbuk,"|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",The orcs once hunted these graceful herd animals as part of the om'riggor rite of passage ceremony.
173,Tan Riding Talbuk,"|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",The orcs once hunted these graceful herd animals as part of the om'riggor rite of passage ceremony.
174,White Riding Talbuk,"|cFFFFD200Vendor: |rProvisioner Nasela|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Mag'har - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Narasu|n|cFFFFD200Zone: |rNagrand, Outland|n|cFFFFD200Faction: |rThe Kurenai - Exalted|n|cFFFFD200Cost: |r70|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",The orcs once hunted these graceful herd animals as part of the om'riggor rite of passage ceremony.
176,Green Riding Nether Ray,"|cFFFFD200Vendor: |rGrella|n|cFFFFD200Zone: |rTerokkar Forest, Outland|n|cFFFFD200Faction: |rSha'tari Skyguard - Exalted|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Nether Rays are among the most trusted, versatile mounts in all of Outland and beyond."
177,Red Riding Nether Ray,"|cFFFFD200Vendor: |rGrella|n|cFFFFD200Zone: |rTerokkar Forest, Outland|n|cFFFFD200Faction: |rSha'tari Skyguard - Exalted|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Nether Rays are among the most trusted, versatile mounts in all of Outland and beyond."
178,Purple Riding Nether Ray,"|cFFFFD200Vendor: |rGrella|n|cFFFFD200Zone: |rTerokkar Forest, Outland|n|cFFFFD200Faction: |rSha'tari Skyguard - Exalted|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Nether Rays are among the most trusted, versatile mounts in all of Outland and beyond."
179,Silver Riding Nether Ray,"|cFFFFD200Vendor: |rGrella|n|cFFFFD200Zone: |rTerokkar Forest, Outland|n|cFFFFD200Faction: |rSha'tari Skyguard - Exalted|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Nether Rays are among the most trusted, versatile mounts in all of Outland and beyond."
180,Blue Riding Nether Ray,"|cFFFFD200Vendor: |rGrella|n|cFFFFD200Zone: |rTerokkar Forest, Outland|n|cFFFFD200Faction: |rSha'tari Skyguard - Exalted|n|cFFFFD200Cost: |r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Nether Rays are among the most trusted, versatile mounts in all of Outland and beyond."
183,Ashes of Al'ar,"|cFFFFD200Drop: |rKael'thas Sunstrider|n|cFFFFD200Location: |rThe Eye, Tempest Keep","Al'ar was the beloved pet of Kael'thas Sunstrider, who often boasted that death would never claim it. Perhaps he was right."
185,Raven Lord,|cFFFFD200Drop:|r Anzu|n|cFFFFD200Zone: |rSethekk Halls (Heroic),"The rest be forgotten to walk upon the ground, clipped wings and shame. -Word of the Raven"
186,Onyx Netherwing Drake,"|cFFFFD200Quest: |rOnyxien the Onyx Netherwing Drake|n|cFFFFD200Zone: |rShattrath City, Outland","After promising to fly you to the ends of Outland, the netherwing drake was eventually drawn to the blue skies of Azeroth as well."
187,Azure Netherwing Drake,"|cFFFFD200Quest: |rSuraku the Azure Netherwing Drake|n|cFFFFD200Zone: |rShattrath City, Outland","After promising to fly you to the ends of Outland, the netherwing drake was eventually drawn to the blue skies of Azeroth as well."
188,Cobalt Netherwing Drake,"|cFFFFD200Quest: |rJorus the Cobalt Netherwing Drake|n|cFFFFD200Zone: |rShattrath City, Outland","After promising to fly you to the ends of Outland, the netherwing drake was eventually drawn to the blue skies of Azeroth as well."
189,Purple Netherwing Drake,"|cFFFFD200Quest: |rMalfas the Purple Netherwing Drake|n|cFFFFD200Zone: |rShattrath City, Outland","After promising to fly you to the ends of Outland, the netherwing drake was eventually drawn to the blue skies of Azeroth as well."
190,Veridian Netherwing Drake,"|cFFFFD200Quest: |rZoya the Veridian Netherwing Drake|n|cFFFFD200Zone: |rShattrath City, Outland","After promising to fly you to the ends of Outland, the netherwing drake was eventually drawn to the blue skies of Azeroth as well."
191,Violet Netherwing Drake,"|cFFFFD200Quest: |rVoranaku the Violet Netherwing Drake|n|cFFFFD200Zone: |rShattrath City, Outland","After promising to fly you to the ends of Outland, the netherwing drake was eventually drawn to the blue skies of Azeroth as well."
196,Spectral Tiger,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay,"In true goblin fashion, Landro Longshot has put a stranglehold on the distribution of these mysterious incorporeal mounts."
197,Swift Spectral Tiger,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay,"Historians claim that these incorporeal beasts were created when Draenor exploded, unleashing energies that warped the world's flora and fauna."
199,Amani War Bear,|cFFFFD200Legacy|r,Only the swiftest heroes venturing into the troll temple of Zul'Aman were able to subdue these rare battle mounts.
201,Brewfest Ram,|cFFFFD200Legacy|r,"Brewers retired this mount from active advertising service after complaints that the beasts were ""too temperamental"" to control in major cities."
202,Swift Brewfest Ram,|cFFFFD200Drop:|r Keg-Shaped Treasure Chest|n|cFFFFD200Holiday:|r Brewfest,"Dwarves attribute this breed's even temperament to rigorous training, but other races argue that a daily diet of strong ale has something to do with it."
203,Cenarion War Hippogryph,"|cFFFFD200Vendor: |rFedryen Swiftspear|n|cFFFFD200Zone: |rZangarmarsh, Outland|n|cFFFFD200Faction: |rCenarion Expedition - Exalted|n|cFFFFD200Cost: |r2000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t","Members of the Cenarion Circle have shared a long and prosperous partnership with their hippogryph allies. When conflict is unavoidable, the Cenarion War Hippogryph is called into service."
204,Turbo-Charged Flying Machine,|cFFFFD200Profession: |rEngineering,Only the most talented engineers have the courage and the mental stamina to create a flying machine that boasts stability and safety.  Turbo-charging one is just crazy!
205,Flying Machine,|cFFFFD200Profession: |rEngineering,The backbone of the Alliance air force is comprised predominantly of gnomish flying machines due to their maneuverability and speed.
206,Merciless Nether Drake,|cFFFFD200Legacy|r,The most aggressive nether drakes were awarded those heroes who showed significant prowess and commitment in the gladiatorial arena.
207,Merciless Nether Drake,|cFFFFD200Legacy|r,The most aggressive nether drakes were awarded those heroes who showed significant prowess and commitment in the gladiatorial arena.
211,X-51 Nether-Rocket,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay,"First designed as a booster for a much larger rocket, the X-51 was determined to give the perfect thrust capacity for a single rider payload."
212,X-51 Nether-Rocket X-TREME,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay,What it lacks in safety features it more than makes up for in speed and style.  Not for the faint of heart.
213,Swift White Hawkstrider,|cFFFFD200Drop: |rKael'thas Sunstrider|n|cFFFFD200Zone: |rMagisters' Terrace,"I may question Prince Kael'thas's loyalties, but never his style. -Elrodan"
219,Headless Horseman's Mount,|cFFFFD200Drop:|r Loot-Filled Pumpkin|n|cFFFFD200Holiday:|r Hallow's End|n,"Be it into the flood, or into the fire, this one will go where you require."
220,Black War Elekk,|cFFFFD200Vendor: |rLieutenant Karter|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,Uniquely aggressive and pugnacious elekk bulls are culled from the herd and sold to Ethereal traders. The traders then train the bulls for combat and sell them to owners unconcerned about safety.
221,Acherus Deathcharger,|cFFFFD200Trainer:|r Death Knight|n,"Some horses merely adopt the dark. This horse was born in it, molded by it."
222,Swift Zhevra,|cFFFFD200Recruit-a-Friend |r,Zhevras are rarely used as mounts in Azeroth due to their stubborn nature and tendency to bite.
223,Vengeful Nether Drake,|cFFFFD200Legacy|r,The most aggressive nether drakes were awarded those heroes who showed significant prowess and commitment in the gladiatorial arena.
224,Swift Zhevra,|cFFFFD200Recruit-a-Friend |r,Zhevras are rarely used as mounts in Azeroth due to their stubborn nature and tendency to bite.
225,Brewfest Riding Kodo,|cFFFFD200Legacy|r,"You can't remember exactly how you got this mount. Then again, you can't remember much of anything that happens at Brewfest."
226,Great Brewfest Kodo,|cFFFFD200Drop:|r Keg-Shaped Treasure Chest|n|cFFFFD200Holiday:|r Brewfest,Coren Direbrew won this prize after drinking a Tauren druid under the table - and the druid was in bear form. It was one of Direbrew's proudest moments.
230,Big Battle Bear,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay,"He's big, he's ready for battle, and he's a bear. What more could you want in a mount?"
236,Winged Steed of the Ebon Blade,|cFFFFD200Vendor: |rDread Commander Thalanor|n|cFFFFD200Zone: |rEastern Plaguelands|n|cFFFFD200Cost: |r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Dead or alive, you're coming with me."
237,White Polar Bear,|cFFFFD200Drop:|r Hyldnir Spoils|n|cFFFFD200Location:|r The Storm Peaks,The frost vrykul believe that wearing a necklace of polar bear claws will grant them otherworldly strength.
238,Swift Spectral Gryphon,|cFFFFD200Legacy|r,Even the dead need a lift every now and then.
240,Mechano-Hog,|cFFFFD200Profession: |rEngineering,"Difficult to build and to maintain, these hogs more than make up for their expense through sheer cool factor."
241,Brutal Nether Drake,|cFFFFD200Legacy|r,The most aggressive nether drakes were awarded those heroes who showed significant prowess and commitment in the gladiatorial arena.
243,Big Blizzard Bear,|cFFFFD200Promotion:|r BlizzCon|n,"Whenever you ride this mount, you feel the urge to shout, ""Cry havoc and let slip the murlocs of war!"""
246,Azure Drake,|cFFFFD200Drop:|r Alexstrasza's Gift|n|cFFFFD200Location:|r Eye of Eternity,Always speak politely to an enraged dragon.
247,Blue Drake,|cFFFFD200Drop:|r Alexstrasza's Gift|n|cFFFFD200Location:|r Eye of Eternity,Come not between the dragon and his wrath.
248,Bronze Drake,|cFFFFD200Drop: |rInfinite Corruptor|n|cFFFFD200Zone: |rThe Culling of Stratholme,"Lost time is never found again. Oh, never mind I found it. -Chronormu"
249,Red Drake,|cFFFFD200Vendor: |rCielstrasza|n|cFFFFD200Zone: |rDragonblight|n|cFFFFD200Faction: |rThe Wyrmrest Accord - Exalted|n|cFFFFD200Cost: |r2000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"You should never listen to minstrels' fancies. A dragon would never hurt a soul, unless they tried to hurt him first."
