ID,Name_lang,Location_lang,Description_lang
316,Highmaul Raid,Highmaul,The time for a critical assault on Highmaul is at hand.  To victory!
317,Highmaul Raid,Highmaul,The time for a critical assault on Highmaul is at hand.  To victory!
318,Highmaul Raid,Highmaul,The time for a critical assault on Highmaul is at hand.  To victory!
319,Highmaul Raid,Highmaul,The time for a critical assault on Highmaul is at hand.  To victory!
320,Highmaul Raid,Highmaul,The time for a critical assault on Highmaul is at hand.  To victory!
321,Highmaul Raid,Highmaul,The time for a critical assault on Highmaul is at hand.  To victory!
322,Highmaul Raid,Highmaul,The time for a critical assault on Highmaul is at hand.  To victory!
323,Highmaul Raid,Highmaul,The time for a critical assault on Highmaul is at hand.  To victory!
324,Highmaul Raid,Highmaul,The time for a critical assault on Highmaul is at hand.  To victory!
325,Highmaul Raid,Highmaul,The time for a critical assault on Highmaul is at hand.  To victory!
326,Highmaul Raid,Highmaul,The time for a critical assault on Highmaul is at hand.  To victory!
327,Highmaul Raid,Highmaul,The time for a critical assault on Highmaul is at hand.  To victory!
328,Highmaul Raid,Highmaul,The time for a critical assault on Highmaul is at hand.  To victory!
329,The Dance Studio,Northrend Academy of Dance,"Rumored not to exist, yet clearly baseless."
330,Finding Farahlon,Farahlon,"The Netherstorm must have come from somewhere.  Get on a boat, sail northeast, and bring something good back while you're at it."
331,Tracking Griftah,Talador,Some shifty troll sold our troops a bunch of worthless junk.  Rough him up a bit and get a refund!
332,Mysteries of Lok-rath,Nagrand,The Warsong clan stationed in Lok-rath is rumored to stockpile some strange form of currency.  It may hold some historic significance.
333,Clean the Latrine,Outhouse,It's best not to lose a bet with the janitor.
334,Mogor's Dilemma,Nagrand,"Mogor the Ogre is having trouble with some gladiators, but slaughtering other ogres would look bad for him.  He'll pay us for the dirty work."
335,The Bloodmane Scrolls,Spires of Arak,"The ruthless war prides of the Bloodmane have made off with the Reveries of Sethek, scrolls sacred to the outcasts."
336,The Liberation of Shattrath,Talador,"The once-great city of Shattrath continues to be subjugated by the legion.  Cry havoc, and let slip the followers of war."
337,The Ring of Trials,Nagrand,"Sometimes, a follower's skills just aren't cutting the mustard.  The ring offers a rare opportunity to retrain."
338,Domination of Nagrand,Nagrand,Slay our Alliance adversaries for the glory of the Horde!  Go forth to victory!
339,Domination of Frostfire,Frostfire Ridge,Slay our Alliance adversaries for the glory of the Horde!  Go forth to victory!
340,Domination of Spires of Arak,Spires of Arak,Slay our Alliance adversaries for the glory of the Horde!  Go forth to victory!
341,Domination of Talador,Talador,Slay our Alliance adversaries for the glory of the Horde!  Go forth to victory!
342,Domination of Gorgrond,Gorgrond,Slay our Alliance adversaries for the glory of the Horde!  Go forth to victory!
343,Domination of Nagrand,Nagrand,Slay our Horde adversaries for great justice and for the Alliance!
344,Domination of Frostfire,Frostfire Ridge,Slay our Horde adversaries for great justice and for the Alliance!
345,Domination of Spires of Arak,Spires of Arak,Slay our Horde adversaries for great justice and for the Alliance!
346,Domination of Talador,Talador,Slay our Horde adversaries for great justice and for the Alliance!
347,Domination of Gorgrond,Gorgrond,Slay our Horde adversaries for great justice and for the Alliance!
348,Conquest of Nagrand,Nagrand,Slay our Horde adversaries for great justice and for the Alliance!
349,Conquest of Frostfire,Frostfire Ridge,Slay our Horde adversaries for great justice and for the Alliance!
350,Conquest of Spires of Arak,Spires of Arak,Slay our Horde adversaries for great justice and for the Alliance!
351,Conquest of Talador,Talador,Slay our Horde adversaries for great justice and for the Alliance!
352,Conquest of Gorgrond,Gorgrond,Slay our Horde adversaries for great justice and for the Alliance!
353,Conquest of Nagrand,Nagrand,Slay our Alliance adversaries for the glory of the Horde!  Go forth to victory!
354,Conquest of Frostfire,Frostfire Ridge,Slay our Alliance adversaries for the glory of the Horde!  Go forth to victory!
355,Conquest of Spires of Arak,Spires of Arak,Slay our Alliance adversaries for the glory of the Horde!  Go forth to victory!
356,Conquest of Talador,Talador,Slay our Alliance adversaries for the glory of the Horde!  Go forth to victory!
357,Conquest of Gorgrond,Gorgrond,Slay our Alliance adversaries for the glory of the Horde!  Go forth to victory!
358,Drov the Ruiner,Gorgrond,"Gorgrond plays host to one of the most fearsome creatures in all Draenor.  Tremble before his might, but come back with some plunder afterwards."
359,Rukhmar,Spires of Arak,"A manifestation of a Sun God, Rukhmar demands fealty and obedience.  She will not be defeated easily."
360,Errand for the SPS,Nagrand,"If you really want to join the Steamwheedle Preservation Society, you've got to really care about Highmaul artifacts."
361,Blingtron's Secret Vault,Tanaan Jungle,"While we were occupied with the sabotage of the Dark Portal, Blingtron managed to build a vault of riches.  Find it!"
362,Hearthstone Tournament,Garrison,"We could use a master tactician around here.  Plus, we might get some autographs."
363,Hearthstone Tournament,Garrison,"We could use a master tactician around here.  Plus, we might get some autographs."
364,The Burning Crusade,Talador,"Rumor has it there's a chili cook-off soon, and frankly I'm tired of eating the same gruel every day.  Send someone to get whatever wins."
365,Path of the Titans,Cataclysm Zone,Behold!  Endless customization awaits in this system within a system within a system.
366,Tusks Like Icicles,Frostfire Ridge,"Coldtusk the boar continues to roam the shivering trench, and clearly we can't rely on the ravagers to take care of him."
367,Fury of the Southwind Cliffs,Frostfire Ridge,The furies that roam the Southwind Cliffs have been known to leave their dead frozen in place.  Perhaps there are things worth retrieving.
368,The Umbral Giant,Shadowmoon Valley,"The marshes of the Umbrafen are the stomping ground of Ba'ruun, a danger to all that need enter the fen."
369,The Hills of Talbuk Past,Shadowmoon Valley,"Rumors speak of a ghostly talbuk that haunts the southern reaches of Shadowmoon Valley, we should investigate."
370,Rolkor,Shadowmoon Valley,Comb the northern wastelands of Gorgond for Rolkor.  Find him and defeat him for the glory of the garrison.
371,Breaker of the Blue Flame,Gorgrond,Our scouts speak of a cavern in northern Gorgrond in which a strange ogron named Gelgor of the Blue Flame lies.
372,The Mother of All Kaliri,Talador,"Hen-Mother Hami.  She who breeds the swooping terrors of the sky.  Find her, subdue her, and restore freedom to the skies."
373,Steeltusk Lives,Talador,The Iron Horde have equipped a particularly violent elekk named Steeltusk.  Let's make sure this doesn't become more common.
374,Murkbog Terror,Spires of Arak,Scouts report a many-headed beast named Festerbloom waylaying travelers crossing the Murkbog.  Clear the path for everyone's sake.
375,Ancient of Corruption,Spires of Arak,"Rumors swirl of an ancient gone awry in the undergrowth.  Track down this ""Shadowbark"" and take care of business."
376,The Gorian Warmaster,Nagrand,We've isolated the murderous Warmaster Blugthol to a tower within Mar'gok's Overwatch.  It's time to take him out.
377,Heart of the Sabermaw,Nagrand,"Just north of Grommashar dwell the Sabermaw clan, notorious outpost raiders.  Strike out at their leader, Soulfang, and crush their morale."
378,Boom Is the Word,Gorgrond,"A very large Iron Horde fuel-storage tank sits alongside a rail bridge to the north. Crack the tank open, add some dynamite.  BOOM!"
379,Too Much Business,Spires of Arak,"We suspect a goblin merchant of selling to both us and the Iron Horde. Tail him, and if he is double-dealing, drag him back by his ears."
380,Raiding the Raiders,Nagrand,"Iron Horde raiders have descended on nearby draenei villages. Find the raiders' camp and raid it. Turnabout, they say, is fair play."
381,What's Mine Is A Mine,Talador,Word has it that an Iron Horde mine near our outpost has hit a rich vein. We can't let them have nice things. Storm in and claim the mine.
382,Iron Horde Chef,Talador,"Iron Horde cuisine is revolting, but the refugees need food. Find orc camps and pilfer what rations they have. Mints might be prudent too."
383,"Thunderlords, Ho!",Frostfire Ridge,"Rumor has it that the Thunderlord clan is using strange ""blades of omen"" that can change size. Destroy these weapons while we can."
384,Warchief's Pride,Nagrand,Grommash has a legendary ego and temper. Hit the Warsong hard and he'll be consumed with the need for vengeance. We want him distracted.
385,Hefty Metal,Gorgrond,Blackrock scouts have discovered a vast trove of metal ore perfect for making weapons. Make sure they never report their findings.
386,The Dark Night Rises,Shadowmoon Valley,"Curiously, our scouts say a Shadowmoon encampment is always vulnerable at night. You'd think they'd be more used to the dark. Oh well."
387,Shattered Land,Spires of Arak,"Some Shattered Hand raiders have scattered, but though they look haggard, they may soon find new victims to splatter."
388,Ogre-Stepping Boundaries,Nagrand,Those Highmaul ogres are annexing more land than we can afford to lose. We're green-lighting a terminal solution to this problem: you.
389,It'll Be Ogre Soon,Frostfire Ridge,Bloodmaul ogres enslave others and then rely on their forced labor. Go inspire the downtrodden by kicking the fight out of their oppressors.
390,Ogre Confident,Frostfire Ridge,"The Bladespire clan has concocted a ""foolproof"" plan of defense. Make it backfire by killing their elite and leaving their ""fools"" alive."
391,Spring Preening,Spires of Arak,We cannot allow the arakkoa to acquire more of their deadly Apexis technology. Raid their excavation sites. Leave nothing but dust behind!
