ID,Display_lang
3319,Short Sabre
3320,Bonecaster Sash
3321,Gray Fur Booties
3322,Wispy Cloak
3323,Ghostly Bracers
3324,Ghostly Mantle
3325,Vile Fin Battle Axe
3327,Vile Fin Oracle Staff
3328,Spider Web Robe
3329,Spiked Wooden Plank
3330,Dargol's Hauberk
3331,Melrache's Cape
3332,Perrine's Boots
3334,Farmer's Shovel
3335,Farmer's Broom
3336,Flesh Piercer
3341,Gauntlets of Ogre Strength
3342,Captain Sanders' Shirt
3344,Captain Sanders' Sash
3345,Silk Wizard Hat
3360,Stitches' Femur
3363,Frayed Belt
3365,Frayed Bracers
3370,Patchwork Belt
3373,Patchwork Bracers
3374,Calico Belt
3375,Calico Bracers
3376,Canvas Belt
3377,Canvas Bracers
3378,Brocade Belt
3379,Brocade Bracers
3380,Cross-Stitched Belt
3381,Cross-Stitched Bracers
3392,Ringed Helm
3400,Lucine Longsword
3413,Doomspike
3414,Crested Scepter
3415,Staff of the Friar
3416,Martyr's Chain
3417,Onyx Claymore
3419,Red Rose
3420,Black Rose
3421,Simple Wildflowers
3422,Beautiful Wildflowers
3423,Bouquet of White Roses
3424,Bouquet of Black Roses
3426,Bold Yellow Shirt
3427,Stylish Black Shirt
3428,Common Gray Shirt
3429,Guardsman Belt
3430,Sniper Rifle
3431,Bone-Studded Leather
3435,Zombie Skin Bracers
3437,Clasped Belt
3439,Zombie Skin Boots
3440,Bonecracker
3442,Apprentice Sash
3443,Ceremonial Tomahawk
3444,Tiller's Vest
3445,Ceremonial Knife
3446,Darkwood Staff
3447,Cryptwalker Boots
3449,Mystic Shawl
3450,Faerleia's Shield
3451,Nightglow Concoction
3452,Ceranium Rod
3453,Quilted Bracers
3454,Reconnaissance Boots
3455,Deathstalker Shortsword
3457,Stamped Trousers
3458,Rugged Mail Gloves
3461,High Robe of the Adjudicator
3462,Talonstrike
3464,Feathered Arrow
3465,Exploding Shot
3469,Copper Chain Boots
3471,Copper Chain Vest
3472,Runed Copper Gauntlets
3473,Runed Copper Pants
3474,Gemmed Copper Gauntlets
3475,Cloak of Flames
3480,Rough Bronze Shoulders
3481,Silvered Bronze Shoulders
3482,Silvered Bronze Boots
3483,Silvered Bronze Gauntlets
3484,Green Iron Boots
3485,Green Iron Gauntlets
3487,Heavy Copper Broadsword
3488,Copper Battle Axe
3489,Thick War Axe
3490,Deadly Bronze Poniard
3491,Heavy Bronze Mace
3492,Mighty Iron Hammer
3493,Raptor's End
3511,Cloak of the People's Militia
3555,Robe of Solomon
3556,Dread Mage Hat
3558,Fen Keeper Robe
3559,Night Watch Gauntlets
3560,Mantle of Honor
3561,Resilient Poncho
3562,Belt of Vindication
3563,Seafarer's Pantaloons
3565,Beerstained Gloves
3566,Raptorbane Armor
3567,Dwarven Fishing Pole
3569,Vicar's Robe
3570,Bonegrinding Pestle
3571,Trogg Beater
3572,Daryl's Shortsword
3578,Harvester's Pants
3581,Serrated Knife
3582,Acidproof Cloak
3583,Weathered Belt
3585,Camouflaged Tunic
3586,Logsplitter
3587,Embroidered Belt
3588,Embroidered Bracers
3589,Heavy Weave Belt
3590,Heavy Weave Bracers
3591,Padded Belt
3592,Padded Bracers
3593,Russet Belt
3594,Russet Bracers
3595,Tattered Cloth Belt
3596,Tattered Cloth Bracers
3597,Thick Cloth Belt
3598,Thick Cloth Bracers
3599,Thin Cloth Belt
3600,Thin Cloth Bracers
3602,Knitted Belt
3603,Knitted Bracers
3606,Woven Belt
3607,Woven Bracers
3641,Journeyman's Bracers
3642,Ancestral Bracers
3643,Spellbinder Bracers
3644,Barbaric Cloth Bracers
3645,Seer's Cuffs
3647,Bright Bracers
3649,Tribal Buckler
3650,Battle Shield
3651,Veteran Shield
3652,Hunting Buckler
3653,Ceremonial Buckler
3654,Brackwater Shield
3655,Burnished Shield
3656,Lambent Scale Shield
3661,Handcrafted Staff
3719,Hillman's Cloak
3732,Hooded Cowl
3733,Orcish War Chain
3740,Decapitating Sword
3741,Stomping Boots
3742,Bow of Plunder
3743,Sentry Buckler
3747,Meditative Sash
3748,Feline Mantle
3749,High Apothecary Cloak
3750,Ribbed Breastplate
3751,Mercenary Leggings
3752,Grunt Vest
3753,Shepherd's Girdle
3754,Shepherd's Gloves
3755,Fish Gutter
3758,Crusader Belt
3759,Insulated Sage Gloves
3761,Deadskull Shield
3763,Lunar Buckler
3764,Mantis Boots
3765,Brigand's Pauldrons
3778,Taut Compound Bow
3779,Hefty War Axe
3780,Long-Barreled Musket
3781,Broad Claymore
3782,Large War Club
3783,Light Scimitar
3784,Metal Stave
3785,Keen Axe
3786,Shiny Dirk
3787,Stone Club
3792,Interlaced Belt
3793,Interlaced Boots
3794,Interlaced Bracers
3795,Interlaced Cloak
3796,Interlaced Gloves
3797,Interlaced Pants
3798,Interlaced Shoulderpads
3799,Interlaced Vest
3800,Hardened Leather Belt
3801,Hardened Leather Boots
3802,Hardened Leather Bracers
3803,Hardened Cloak
3804,Hardened Leather Gloves
3805,Hardened Leather Pants
3806,Hardened Leather Shoulderpads
3807,Hardened Leather Tunic
3808,Double Mail Belt
3809,Double Mail Boots
3810,Double Mail Bracers
3811,Double-Stitched Cloak
3812,Double Mail Gloves
3813,Double Mail Pants
3814,Double Mail Shoulderpads
3815,Double Mail Vest
3816,Reflective Heater
3817,Reinforced Buckler
3822,Runic Darkblade
3833,Adept's Cloak
3834,Sturdy Cloth Trousers
3835,Green Iron Bracers
3836,Green Iron Helm
3837,Golden Scale Coif
3840,Green Iron Shoulders
3841,Golden Scale Shoulders
3842,Green Iron Leggings
3843,Golden Scale Leggings
3844,Green Iron Hauberk
3845,Golden Scale Cuirass
3846,Polished Steel Boots
3847,Golden Scale Boots
3848,Big Bronze Knife
3849,Hardened Iron Shortsword
3850,Jade Serpentblade
3851,Solid Iron Maul
3852,Golden Iron Destroyer
3853,Moonsteel Broadsword
3854,Frost Tiger Blade
3855,Massive Iron Axe
3856,Shadow Crescent Axe
3889,Russet Hat
3890,Studded Hat
3891,Augmented Chain Helm
3892,Embroidered Hat
3893,Reinforced Leather Cap
3894,Brigandine Helm
3902,Staff of Nobles
3935,Smotts' Cutlass
3936,Crochet Belt
3937,Crochet Boots
3938,Crochet Bracers
3939,Crochet Cloak
3940,Crochet Gloves
3941,Crochet Pants
3942,Crochet Shoulderpads
3943,Crochet Vest
3944,Twill Belt
3945,Twill Boots
3946,Twill Bracers
3947,Twill Cloak
3948,Twill Gloves
3949,Twill Pants
3950,Twill Shoulderpads
3951,Twill Vest
3952,Mesh Belt
3953,Mesh Boots
3954,Mesh Bracers
3955,Mesh Cloak
3956,Mesh Gloves
3957,Mesh Pants
3958,Mesh Mantle
3959,Mesh Armor
3961,Thick Leather Belt
3962,Thick Leather Boots
3963,Thick Leather Bracers
3964,Thick Cloak
3965,Thick Leather Gloves
3966,Thick Leather Pants
3967,Thick Leather Shoulderpads
3968,Thick Leather Tunic
3969,Smooth Leather Belt
3970,Smooth Leather Boots
3971,Smooth Leather Bracers
3972,Smooth Cloak
3973,Smooth Leather Gloves
3974,Smooth Leather Pants
3975,Smooth Leather Shoulderpads
3976,Smooth Leather Armor
3977,Strapped Belt
3978,Strapped Boots
3979,Strapped Bracers
3980,Strapped Cloak
3981,Strapped Gloves
3982,Strapped Pants
3983,Strapped Shoulderpads
3984,Strapped Armor
3985,Monogrammed Sash
3986,Protective Pavise
3987,Deflecting Tower
3988,Plate Wall Shield
3989,Blocking Targe
3990,Crested Buckler
3991,Plated Buckler
3992,Laminated Scale Belt
3993,Laminated Scale Boots
3994,Laminated Scale Bracers
3995,Laminated Scale Cloak
3996,Laminated Scale Gloves
3997,Laminated Scale Pants
3998,Laminated Scale Shoulderpads
3999,Laminated Scale Armor
4000,Overlinked Chain Belt
4001,Overlinked Chain Boots
4002,Overlinked Chain Bracers
4003,Overlinked Chain Cloak
4004,Overlinked Chain Gloves
4005,Overlinked Chain Pants
4006,Overlinked Chain Shoulderpads
4007,Overlinked Chain Armor
4008,Sterling Chain Belt
4009,Sterling Chain Boots
4010,Sterling Chain Bracers
4011,Sterling Chain Cloak
4012,Sterling Chain Gloves
4013,Sterling Chain Pants
4014,Sterling Chain Shoulderpads
4015,Sterling Chain Armor
4017,Sharp Shortsword
4018,Whetted Claymore
4019,Heavy Flint Axe
4020,Splintering Battle Axe
4021,Blunting Mace
4022,Crushing Maul
4023,Fine Pointed Dagger
4024,Heavy War Staff
4025,Balanced Long Bow
4026,Sentinel Musket
4035,Silver-Thread Robe
4036,Silver-Thread Cuffs
4037,Silver-Thread Pants
4038,Nightsky Robe
4039,Nightsky Cowl
4040,Nightsky Gloves
4041,Aurora Cowl
4042,Aurora Gloves
4043,Aurora Bracers
4044,Aurora Pants
4045,Mistscape Bracers
4046,Mistscape Pants
4047,Mistscape Boots
4048,Emblazoned Hat
4049,Emblazoned Bracers
4050,Emblazoned Leggings
4051,Emblazoned Boots
4052,Insignia Cap
4054,Insignia Leggings
4055,Insignia Boots
4057,Insignia Chestguard
4058,Glyphed Breastplate
4059,Glyphed Bracers
4060,Glyphed Leggings
4061,Imperial Leather Bracers
4062,Imperial Leather Pants
4063,Imperial Leather Gloves
4064,Emblazoned Buckler
4065,Combat Shield
4066,Insignia Buckler
4067,Glyphed Buckler
4068,Chief Brigadier Shield
4069,Blackforge Buckler
4070,Jouster's Crest
4071,Glimmering Mail Breastplate
4072,Glimmering Mail Gauntlets
4073,Glimmering Mail Greaves
4074,Mail Combat Armor
4075,Mail Combat Gauntlets
4076,Mail Combat Boots
4077,Mail Combat Headguard
4078,Chief Brigadier Coif
4079,Chief Brigadier Leggings
4080,Blackforge Cowl
4082,Blackforge Breastplate
4083,Blackforge Gauntlets
4084,Blackforge Leggings
4086,Flash Rifle
4087,Trueshot Bow
4088,Dreadblade
4089,Ricochet Blunderbuss
4090,Mug O' Hurt
4091,Widowmaker
4107,Tiger Hunter Gloves
4108,Panther Hunter Leggings
4109,Excelsior Boots
4113,Medicine Blanket
4114,Darktide Cape
4115,Grom'gol Buckler
4116,Olmann Sewar
4117,Scorching Sash
4118,Poobah's Nose Ring
4119,Raptor Hunter Tunic
4120,Robe of Crystal Waters
4121,Gemmed Gloves
4122,Bookmaker's Scepter
4123,Frost Metal Pauldrons
4124,Cap of Harmony
4125,Tranquil Orb
4126,Guerrilla Cleaver
4127,Shrapnel Blaster
4128,Silver Spade
4129,Collection Plate
4131,Belt of Corruption
4132,Darkspear Armsplints
4133,Darkspear Cuffs
4134,Nimboya's Mystical Staff
4136,Darkspear Boots
4137,Darkspear Shoes
4138,Blackwater Tunic
4139,Junglewalker Sandals
4140,Palm Frond Mantle
4191,Owlbeast Leggings
4197,Berylline Pads
4237,Handstitched Leather Belt
4239,Embossed Leather Gloves
4242,Embossed Leather Pants
4243,Fine Leather Tunic
4244,Hillman's Leather Vest
4246,Fine Leather Belt
4247,Hillman's Leather Gloves
4248,Dark Leather Gloves
4249,Dark Leather Belt
4250,Hillman's Belt
4251,Hillman's Shoulders
4252,Dark Leather Shoulders
4253,Toughened Leather Gloves
4254,Barbaric Gloves
4255,Green Leather Armor
4256,Guardian Armor
4257,Green Leather Belt
4258,Guardian Belt
4259,Green Leather Bracers
4260,Guardian Leather Bracers
4261,Solliden's Trousers
4262,Gem-Studded Leather Belt
4263,Standard Issue Shield
4264,Barbaric Belt
4290,Dust Bowl
4302,Small Green Dagger
4303,Cranial Thumper
4307,Heavy Linen Gloves
4308,Green Linen Bracers
4309,Handstitched Linen Britches
4310,Heavy Woolen Gloves
4311,Heavy Woolen Cloak
4312,Soft-Soled Linen Boots
4313,Red Woolen Boots
4314,Double-Stitched Woolen Shoulders
4315,Reinforced Woolen Shoulders
4316,Heavy Woolen Pants
4317,Phoenix Pants
4318,Gloves of Meditation
4319,Azure Silk Gloves
4320,Spidersilk Boots
4321,Spider Silk Slippers
4322,Enchanter's Cowl
4323,Shadow Hood
4324,Azure Silk Vest
4325,Boots of the Enchanter
4326,Long Silken Cloak
4327,Icy Cloak
4328,Spider Belt
4329,Star Belt
4330,Stylish Red Shirt
4331,Phoenix Gloves
4332,Bright Yellow Shirt
4333,Dark Silk Shirt
4334,Formal White Shirt
4335,Rich Purple Silk Shirt
4336,Black Swashbuckler's Shirt
4343,Brown Linen Pants
4344,Brown Linen Shirt
4362,Rough Boomstick
4368,Flying Tiger Goggles
4369,Deadly Blunderbuss
4372,Lovingly Crafted Boomstick
4373,Shadow Goggles
4379,Silver-Plated Shotgun
4383,Moonsight Rifle
4385,Green Tinted Goggles
4393,Craftsman's Monocle
4434,Scarecrow Trousers
4436,Jewel-Encrusted Sash
4437,Channeler's Staff
4438,Pugilist Bracers
4439,Bruiser Club
4443,Grim Pauldrons
4444,Black Husk Shield
4445,Flesh Carver
4446,Blackvenom Blade
4447,Cloak of Night
4448,Husk of Naraxis
4449,Naraxis' Fang
4454,Talon of Vultros
4455,Raptor Hide Harness
4456,Raptor Hide Belt
4462,Cloak of Rot
4463,Beaded Raptor Collar
4464,Trouncing Boots
4465,Felstrom's Gauntlets
4474,Ravenwood Bow
4476,Beastwalker Robe
4477,Nefarious Buckler
4478,Iridescent Scale Leggings
4491,Goggles of Gem Hunting
4504,Dwarven Guard Cloak
4505,Swampland Trousers
4507,Pit Fighter's Shield
4508,Blood-Tinged Armor
4509,Seawolf Gloves
4511,Black Water Hammer
4534,Steel-Clasped Bracers
4543,White Drakeskin Cap
4545,Radiant Silver Bracers
4547,Gnomish Zapper
4548,Servomechanic Sledgehammer
4560,Fine Scimitar
4561,Scalping Tomahawk
4562,Severing Axe
4563,Billy Club
4564,Spiked Club
4565,Simple Dagger
4566,Sturdy Quarterstaff
4567,Merc Sword
4568,Grunt Axe
4569,Staunch Hammer
4570,Birchwood Maul
4571,War Knife
4575,Medicine Staff
4576,Light Bow
4577,Compact Shotgun
4616,Ryedol's Lucky Pick
4643,Grimsteel Cape
4652,Salbac Shield
4653,Ironheel Boots
4658,Warrior's Cloak
4659,Warrior's Girdle
4660,Walking Boots
4661,Bright Mantle
4662,Journeyman's Cloak
4663,Journeyman's Belt
4665,Burnt Cloak
4666,Burnt Leather Belt
4668,Battle Chain Cloak
4669,Battle Chain Girdle
4671,Ancestral Cloak
4672,Ancestral Belt
4674,Tribal Cloak
4675,Tribal Belt
4676,Skeletal Gauntlets
4677,Veteran Cloak
4678,Veteran Girdle
4680,Brackwater Cloak
4681,Brackwater Girdle
4683,Spellbinder Cloak
4684,Spellbinder Belt
4686,Barbaric Cloth Cloak
4687,Barbaric Cloth Belt
4689,Hunting Cloak
4690,Hunting Belt
4692,Ceremonial Cloak
4693,Ceremonial Leather Belt
4694,Burnished Pauldrons
4695,Burnished Cloak
4696,Lapidis Tankard of Tidesippe
4697,Burnished Girdle
4698,Seer's Mantle
4699,Seer's Belt
4700,Inscribed Leather Spaulders
4701,Inscribed Cloak
4705,Lambent Scale Pauldrons
4706,Lambent Scale Cloak
4707,Lambent Scale Girdle
4708,Bright Belt
4709,Forest Leather Mantle
4710,Forest Cloak
4711,Glimmering Cloak
4712,Glimmering Mail Girdle
4713,Silver-Thread Cloak
4714,Silver-Thread Sash
4715,Emblazoned Cloak
4716,Combat Cloak
4717,Mail Combat Belt
4718,Nightsky Mantle
4719,Nightsky Cloak
4720,Nightsky Sash
4721,Insignia Mantle
4722,Insignia Cloak
4723,Humbert's Pants
4724,Humbert's Helm
4725,Chief Brigadier Pauldrons
4726,Chief Brigadier Cloak
4727,Chief Brigadier Girdle
4729,Aurora Mantle
4731,Glyphed Epaulets
4732,Glyphed Cloak
4733,Blackforge Pauldrons
4734,Mistscape Mantle
4735,Mistscape Cloak
4736,Mistscape Sash
4737,Imperial Leather Spaulders
4738,Imperial Leather Belt
4741,Stromgarde Cavalry Leggings
4744,Arcane Runed Bracers
4745,War Rider Bracers
4746,Doomsayer's Robe
4765,Enamelled Broadsword
4766,Feral Blade
4767,Coppercloth Gloves
4768,Adept's Gloves
4771,Harvest Cloak
4772,Warm Cloak
4777,Ironwood Maul
4778,Heavy Spiked Mace
4781,Whispering Vest
4782,Solstice Robe
4785,Brimstone Belt
4786,Wise Man's Belt
4788,Agile Boots
4789,Stable Boots
4790,Inferno Cloak
4792,Spirit Cloak
4793,Sylvan Cloak
4794,Wolf Bracers
4795,Bear Bracers
4796,Owl Bracers
4797,Fiery Cloak
4798,Heavy Runed Cloak
4799,Antiquated Cloak
4800,Mighty Chain Pants
4810,Boulder Pads
4816,Legionnaire's Leggings
4817,Blessed Claymore
4818,Executioner's Sword
4820,Guardian Buckler
4821,Bear Buckler
4822,Owl's Disk
4824,Blurred Axe
4825,Callous Axe
4826,Marauder Axe
4827,Wizard's Belt
4828,Nightwind Belt
4829,Dreamer's Belt
4830,Saber Leggings
4831,Stalking Pants
4832,Mystic Sarong
4833,Glorious Shoulders
4835,Elite Shoulders
4836,Fireproof Orb
4837,Strength of Will
4838,Orb of Power
4840,Long Bayonet
4854,Demon Scarred Cloak
4861,Sleek Feathered Tunic
4906,Rainwalker Boots
4907,Woodland Tunic
4908,Nomadic Bracers
4909,Kodo Hunter's Leggings
4910,Painted Chain Gloves
4911,Thick Bark Buckler
4913,Painted Chain Belt
4914,Battleworn Leather Gloves
4915,Soft Wool Boots
4916,Soft Wool Vest
4917,Battleworn Chain Leggings
4919,Soft Wool Belt
4920,Battleworn Cape
4921,Dust-Covered Leggings
4922,Jagged Chain Vest
4923,Primitive Hatchet
4924,Primitive Club
4925,Primitive Hand Blade
4928,Sandrunner Wristguards
4929,Light Scorpid Armor
4931,Hickory Shortbow
4932,Harpy Wing Clipper
4933,Seasoned Fighter's Cloak
4935,Wide Metal Girdle
4936,Dirt-Trodden Boots
4937,Charging Buckler
4938,Blemished Wooden Staff
4939,Steady Bastard Sword
4940,Veiled Grips
4942,Tiger Hide Boots
4944,Handsewn Cloak
4946,Lightweight Boots
4947,Jagged Dagger
4948,Stinging Mace
4949,Orcish Cleaver
4951,Squealer's Belt
4954,Nomadic Belt
4958,Sun-Beaten Cloak
4960,Flash Pellet
4961,Dreamwatcher Staff
4962,Double-Layered Gloves
4963,Thunderhorn Cloak
4964,Goblin Smasher
4967,Tribal Warrior's Shield
4968,Bound Harness
4969,Fortified Bindings
4970,Rough-Hewn Kodo Leggings
4971,Skorn's Hammer
4972,Cliff Runner Boots
4973,Plains Hunter Wristguards
4974,Compact Fighting Knife
4975,Vigilant Buckler
4976,Mistspray Kilt
4977,Sword of Hammerfall
4978,Ryedol's Hammer
4979,Enchanted Stonecloth Bracers
4980,Prospector Gloves
4982,Ripped Prospector Belt
4983,Rock Pulverizer
4984,Skull of Impending Doom
4987,Dwarf Captain's Sword
4990,Scorched Bands
5016,Artisan's Trousers
5028,Lord Sakrasis' Scepter
5040,Shadow Hunter Knife
5069,Fire Wand
5071,Shadow Wand
5092,Charred Razormane Wand
5093,Razormane Backstabber
5094,Razormane War Shield
5107,Deckhand's Shirt
5108,Dark Iron Leather
5109,Stonesplinter Rags
5110,Dalaran Wizard's Robe
5111,Rathorian's Cape
5112,Ritual Blade
5181,Vibrant Silk Cape
5182,Shiver Blade
5183,Pulsating Hydra Heart
5187,Foe Reaper
5191,Cruel Barb
5192,Thief's Blade
5193,Cape of the Brotherhood
5194,Taskmaster Axe
5195,Gold-Flecked Gloves
5196,Smite's Reaver
5197,Cookie's Tenderizer
5198,Cookie's Stirring Rod
5199,Smelting Pants
5200,Impaling Harpoon
5201,Emberstone Staff
5202,Corsair's Overshirt
5207,Opaque Wand
5208,Smoldering Wand
5209,Gloom Wand
5210,Burning Wand
5211,Dusk Wand
5212,Blazing Wand
5213,Scorching Wand
5214,Wand of Eventide
5215,Ember Wand
5216,Umbral Wand
5236,Combustible Wand
5238,Pitchwood Wand
5239,Blackbone Wand
5240,Torchlight Wand
5241,Dwarven Flamestick
5242,Cinder Wand
5243,Firebelcher
5244,Consecrated Wand
5245,Summoner's Wand
5246,Excavation Rod
5247,Rod of Sorrow
5248,Flash Wand
5249,Burning Sliver
5250,Charred Wand
5252,Wand of Decay
5253,Goblin Igniter
5254,Rugged Spaulders
5255,Quilboar Tomahawk
5256,Kovork's Rattle
5257,Dark Hooded Cape
5267,Scarlet Kris
5274,Rose Mantle
5275,Binding Girdle
5279,Harpy Skinner
5299,Gloves of the Moon
5302,Cobalt Buckler
5306,Wind Rider Staff
5309,Privateer Musket
5310,Sea Dog Britches
5311,Buckled Boots
5312,Riveted Gauntlets
5314,Boar Hunter's Cape
5315,Timberland Armguards
5316,Barkshell Tunic
5317,Dry Moss Tunic
5318,Zhovur Axe
5319,Bashing Pauldrons
5320,Padded Lamellar Boots
5321,Elegant Shortsword
5322,Demolition Hammer
5323,Everglow Lantern
5324,Engineer's Hammer
5325,Welding Shield
5326,Flaring Baton
5327,Greasy Tinker's Pants
5328,Cinched Belt
5337,Wayfaring Gloves
5340,Cauldron Stirrer
5341,Spore-Covered Tunic
5343,Barkeeper's Cloak
5344,Pointed Axe
5345,Stonewood Hammer
5346,Orcish Battle Bow
5347,Pestilent Wand
5355,Beastmaster's Girdle
5356,Branding Rod
5357,Ward of the Vale
5387,Enchanted Moonstalker Cloak
5392,Thistlewood Dagger
5393,Thistlewood Staff
5394,Archery Training Gloves
5395,Woodland Shield
5398,Canopy Leggings
5399,Tracking Boots
5404,Serpent's Shoulders
5405,Draped Cloak
5419,Feral Bracers
5420,Banshee Armor
5422,Brambleweed Leggings
5423,Boahn's Fang
5425,RuneChain Girdle
5426,Serpent's Kiss
5443,Gold-Plated Buckler
5444,Miner's Cape
5458,Dirtwood Belt
5459,Defender Axe
5516,Threshadon Fang
