ID,Description_lang,Title_lang
1199,Defeat the bosses of The Wicked Grotto,The Wicked Grotto
1200,Defeat the bosses of Foulspore Caverns,Foulspore Caverns
1201,Defeat the bosses of Earth Song Falls,Earth Song Falls
1202,Defeat the bosses of Maraudon,Maraudon
1206,Defeat the bosses of the Warpwood Quarter,Warpwood Quarter
1207,Defeat the bosses of the Capital Gardens,Capital Gardens
1208,Defeat Prince Tortheldrin,Bonus Objective
1209,Defeat the bosses of the Gordok Commons,Gordok Commons
1210,Defeat Stomper Kreeg,Bonus Objective
1211,Defeat Cho'Rush the Observer,Bonus Objective
1212,Defeat the bosses of Dire Maul,Dire Maul
1213,Defeat Stomper Kreeg,Bonus Objective
1214,Defeat Cho'Rush the Observer,Bonus Objective
1215,Defeat Prince Tortheldrin,Bonus Objective
1216,Defeat the bosses in the Detention Block,Detention Block
1217,Defeat the bosses of Upper City,Upper City
1218,Defeat the bosses of Blackrock Depths,Blackrock Depths
1219,Complete the Ring of Law,Ring of Law
1220,Defeat High Interrogator Gerstahn,High Interrogator Gerstahn
1221,Defeat Bael'Gar,Bael'Gar
1224,,Ring of Law
1225,Defeat High Interrogator Gerstahn,High Interrogator Gerstahn
1226,Defeat Bael'Gar,Bael'Gar
1228,Defeat the bosses in the Grim Guzzler,The Grim Guzzler
1229,Defeat Phalanx,Phalanx
1230,The timer should start here.,Start Timer
1231,You got past the timer,Timer Over
1232,Defeat the bosses of The Stonecore,The Stonecore
1233,Defeat the bosses of The Stonecore,The Stonecore
1234,Defeat the Grand Champions,Grand Champions
1235,Overcome the second Argent trial,Argent Trial
1236,Defeat The Black Knight,The Black Knight
1237,Defeat the Grand Champions,Grand Champions
1238,Overcome the second Argent Trial,Argent Trial
1239,Defeat the Black Knight,The Black Knight
1240,Root out the corruption within Auchindoun.,Auchindoun
1241,Root out the corruption within Auchindoun.,Auchindoun
1242,Defeat the Bloodmaul slavers operating the Slag Mines.,Bloodmaul Slag Mines
1245,Defeat the Bloodmaul slavers operating the Slag Mines.,Bloodmaul Slag Mines
1248,Fight your way through the Depot to board the Grimrail.,Grimrail Depot
1249,,The Grimrail
1250,Fight your way through the Depot to board the Grimrail.,Grimrail Depot
1251,,The Grimrail
1252,Disrupt the Iron Horde's naval forces.,Iron Docks
1253,Disrupt the Iron Horde's naval forces.,Iron Docks
1254,Defeat the bosses of the Shadowmoon Burial Grounds,Shadowmoon Burial Grounds
1255,Defeat the bosses of the Shadowmoon Burial Grounds,Shadowmoon Burial Grounds
1256,Defeat the Adherents of Rukhmar atop Skyreach.,Skyreach
1257,Defeat the Adherents of Rukhmar atop Skyreach.,Skyreach
1264,The timer should start here.,Start Timer
1265,Move ahead through the Warsong onslaught. Regroup with the Alliance forces up the path and speak with Vindicator Yrel.,Survive the Gauntlet
1266,Move ahead through the Warsong onslaught. Regroup with the Horde forces up the path and speak with Durotan.,Survive the Gauntlet
1269,Gather the Alliance forces at the first bend up ahead and strategize with Rangari D'kaan.,Gather at the Bend
1270,Gather the Horde forces at the first bend up ahead and strategize with Aggra.,Regroup at the Bend
1271,Speak with Vindicator Yrel at the gates to the Grommashar Throne.,The Final Gates
1272,Speak with Durotan at the gates to the Grommashar Throne.,The Final Gates
1321,Follow the Sergeant.,Invasion
1322,Defeat the Iron Horde scouting party.,The Scouting Party
1323,Endure the Iron Horde assault.,Hold Out!
1324,Return to the town center.,The Calm
1325,Defeat the Iron Horde commander.,Commander's Fall
1326,Bronze: Earn 300 Points,Bronze
1327,Silver: Earn 600 Points,Silver
1328,Gold: Earn 1000 Points,Gold
1329,,Never ending step
1330,Kill 10 Orcs,Progressive Bonus 1
1331,Kill 20 Orcs,Progressive Bonus 2
1332,Kill 30 Orcs,Progressive Bonus 3
1341,Follow the Sergeant,Invasion!
1342,Defeat the Lashers,Ambush
1343,Endure the Primals' assault.,The Holdout
1344,Return to the town center.,The Calm
1345,Defeat the Ancient and its tenders.,The Forest Walks
1346,Bronze: Earn 300 Points,Bronze
1347,Silver: Earn 600 Points,Silver
1348,Gold: Earn 1000 Points,Gold
1349,Investigate the overgrown Kirin Tor outpost.,The Everbloom
1350,Defeat Xeri'tek,Bonus Objective
1351,Investigate the overgrown Kirin Tor outpost.,The Everbloom
1352,Defeat Xeri'tek,Bonus Objective
1364,Follow the Sergeant,Invasion!
1365,Defeat the invaders,Ambush
1366,Endure the Shadowmoon assault.,The Holdout
1367,Return to the town center.,The Calm
1368,Defeat the Void Spawn.,Shadows Gather
1369,Bronze: Earn 300 Points,Bronze
1370,Silver: Earn 600 Points,Silver
1371,Gold: Earn 1000 Points,Gold
1381,Confront Commander Gar.,The Confrontation
1382,Use the artifact to eliminate your enemies.,Harnessing the Power
1383,Defeat the incoming enemies using the power of the artifact.,Bolstering their Forces
1384,Defeat Goc.,The Son of Gruul
1385,Defeat Commander Gar.,The Final Confrontation
1386,Follow the Sergeant,Invasion!
1387,Defeat the assault,Assault
1388,Endure the ogre onslaught.,The Holdout
1389,Go to the town center.,The Calm
1390,Defeat the Gorian Champion.,A Challenger Appears
1391,Bronze: Earn 300 Points,Bronze
1392,Silver: Earn 600 Points,Silver
1393,Gold: Earn 1000 Points,Gold
1403,Kill inhabitants of rooms to extinguish runes.,Extinguish Runes
1405,Defeat the Ironmarch forces occupying the halls of the Spire.,Upper Blackrock Spire
1408,Follow the Sergeant,Invasion!
1409,Defeat the assault,Assault
1410,Hold against the Shadow Council,The Holdout
1411,Go to the Town Center.,The Calm
1412,Defeat the Abyssal Invader.,Fire from the Skies
1413,Bronze: Earn 300 Points,Bronze
1414,Silver: Earn 600 Points.,Silver
1415,Gold: Earn 1000 Points,Gold
1416,Defeat the bosses of Lower Blackrock Spires,Lower Blackrock Spires
1417,Urok Doomhowl defeated,Bonus Objective
1421,Gazlowe and Thaelin have repaired an Iron Star that can take you to the harbor.,The Iron Star
1422,Slay all opposing gladiators,"Fight, Kill, Salute"
1426,Take the elevator to the arena,A Gladiator's Welcome
1427,Prepare for battle,My Name is Gladiator
1436,Follow the Sergeant,Invasion
1437,Defeat the Iron Horde scouting party.,The Scouting Party
1438,Endure the Iron Horde assault.,Hold Out!
1439,Return to the town center.,The Calm
1440,Defeat the Iron Horde commander.,Commander's Fall
1446,Kill inhabitants of rooms to extinguish runes.,Extinguish Runes
1447,Defeat the Ironmarch forces occupying the halls of the Spire.,Upper Blackrock Spire
1448,Follow the Sergeant,Invasion!
1449,Defeat the invaders,Ambush
1450,Endure the Shadowmoon assault.,The Holdout
1451,Return to the town center.,The Calm
1452,Defeat the Void Spawn.,Shadows Gather
1459,Defeat the remaining Iron Horde forces.,Cleanup
1460,Defeat the remaining Shadowmoon forces.,Cleanup
1461,Defeat the remaining Shadow Council forces,Cleanup
1462,Defeat the remaining Gorian forces.,Cleanup
1463,Defeat the remaining Botani forces.,Cleanup
1464,Defeat the remaining Goren forces.,Cleanup
1465,Defeat the remaining Thunderlord forces.,Cleanup
1467,Defeat the remaining Shadowmoon forces.,Cleanup
1485,Destroy the demon army.,Crusaders' March
1486,Destroy Jailer Zerus and save Highlord Tirion Fordring.,Holy Vengeance
1487,Find the Ashbringer within the Lost Temple.,The Ashbringer
1488,Lead the paladins of the Argent Crusade into battle.,Sounding the Charge
1495,Drive back the fel invaders. #1,Horde Ships Inbound
1497,Defeat Lord Jaraxxus.,You Face Jaraxxus
1498,,Platinum
1499,Platinum: Earn 1300 Points,Platinum
1500,Platinum: Earn 1300 Points,Platinum
1501,Platinum: Earn 1300 Points,Platinum
1502,Platinum: Earn 1300 Points,Platinum
1503,Platinum: Earn 1300 Points,Platinum
1504,Travel to the Broken Shore.,The Broken Shore
1505,Assault the demon city.,Raze the Black City
1506,Get to Tirion.,The Highlord
1518,Slay Runas the Shamed.,As Two-Faced As They Come
1522,Destroy all demons and structures on the beach.,Storm The Beach
1526,Speak with Senegos.,Tides of Glory
1527,Protect the Tidestone from the naga.,The Tidestone's Call
1528,Slay Majh'Tua and Deeplord Havocbrine.,The Siegebreakers
1529,Slay the nightfallen that are feeding on the Tidestone.,Feeding on the Tidestone
1530,Protect the Tidestone from the withered.,The Hunger
1531,Dispel the naga scouting party.,Wait For Players
1532,Destroy the demon portal to stop reinforcements.,Destroy the Portal
1539,Defend against the Legion threat at Gadgetzan.,Defend Gadgetzan
1559,Man the Deck Guns,Prepare for Battle
1560,Use the Deck Guns to shoot down Forsaken Dreadwings,Fire at Will!
1568,Head below decks and use a Skyfire Parachute to board the Forsaken ships and defeat their captains.,Justice from Above
1572,Remove Volatile Flares from Skyfire bomb bay.,Bats in the Bomb Bay
1589,Locate King Varian Wrynn.,Find Varian
1695,Defeat Nathanos Blightcaller on the deck of the Skyfire.,Last Stand
1752,Quell the Infernal Uprising on Kirin Tor Shore.,Pushing Them Back
1753,Close the Demon Portals.,Suppressing the Source
1754,Defend the research station from the Fel Lord.,Defend the Outpost
1758,Legion Activities Disrupted,Push Back the Legion Assault
1761,Kill Krosus.,Krosus
1790,Report to Lady Sylvanas Windrunner.,The Windrunner
1791,Ride with Nathanos to the Eternity and use a Forsaken Catapult to shoot down Skyfire Gryphon Riders.,The Eternity
1792,Ride with Nathanos to the Blightcaller and slay incoming 7th Legion forces.,The Blightcaller
1793,Ride with Nathanos to the Black Rose and rid the ship of worgen.,The Black Rose
1794,Ride with Nathanos to the Skyfire and rig Volatile Flares to the ammunition stockpiles.,Boarding the Skyfire
1795,Battle Genn Greymane on the deck of the Skyfire.,Queen Takes King
1799,Defend against the Legion threat at the Sentinel Hill.,Defend Sentinel Hill
1808,Fly into Felsoul Hold.,Stalking Your Prey
1809,The Lich King awaits your return to the citadel.,The Call of the North
1810,Collect Fragments within Icecrown Citadel.,Seek the Fragments
1811,Use the Scourge Teleporter within the Spire.,Travel to the Frozen Throne
1812,Reforge the fragments and form your weapon.,Power Overwhelming
1814,Purge the blades of the malevolent souls within.,The Purge
1819,Defeat the Demon Lord commanding the invasion.,Defeat the Demon Lord
1821,Dive into the fray.,They Are Not Prepared
1822,Destroy the wards protecting Varedis and absorb the souls of his minions.,Wrath of the Illidari
1825,Kill Varedis Felsoul.,Unleashed Havoc
1826,,Show Faction Specific Criteria
1827,Obtain the Lich King's Blessing.,Death's March
1828,Defeat the Legion forces.,The Disturbance
1829,Find Magnar's resting place within the tomb.,Crypt Crawl
1830,Defend Hruthnir from Magnar's forces.,The Confrontation
1833,"The sword and shield are yours, claim them.",Armaments of the Black Wyrm
1834,Defeat Dargrul's legions and recover the Hammer of Khaz'goroth before Highmountain is destroyed.,Neltharion's Lair
1835,You made it through the Portal,Safe Entrance
1836,Steal food from the three storage locations and three Wyrmtogue Meatholders in the city below.,Obtain the Bait
1837,Head out to the back and place the bait.,Place the Bait
1838,,Slay the Hound
1839,Retrieve the Fangs and Return to Dalaran.,Retrieve the Fangs
1843,Defend against the Legion threat at Tarren Mill.,Defend Tarren Mill
1844,Defeat the demon lord commanding the invasion at the Crossroads.,Defeat the Demon Lord
1847,Enter the Eye of Azshara and stop the Wrath of Azshara from being unleashed upon the Broken Isles.,Eye of Azshara
1849,Enter the Eye of Azshara and stop the Wrath of Azshara from being unleashed upon the Broken Isles.,Eye of Azshara
1853,Defeat Balnazzar.,Balnazzar the Risen
1854,Return to Tirion Fordring.,The Fate of the Highlord
1856,Find Magnar's Tomb with Hruthnir.,The Sealed Tomb
1861,Prove your worth and claim the Aegis of Aggramar.,Halls of Valor
1867,Prove your worth and claim the Aegis of Aggramar.,Halls of Valor
1869,Defeat Magnar Icebreaker.,The Greatest Warrior
1870,A strange group of vrykul are here battling demons. They don't seem hostile. Approach them and learn their purpose.,Another Battle
1871,"Another group of demons is attacking, aid the warband in crushing these foes.",A Desperate Charge
1872,Demonic reinforcements approach with a large mo'arg. Defeat Bezzeredes and his allies.,Reinforcing the Warband
1873,"Malgalor, Lord of Butchery has arrived to kill everyone. Stand with what remains of the warband. Kill Malgalor or die trying.",Just A Pit Lord
1884,Baron Sliver should have already arrived. Search for him.,Hunting the Hunters
1886,Defeat Dargrul's legions and recover the Hammer of Khaz'goroth before Highmountain is destroyed.,Neltharion's Lair
1887,The masters of the Peak of Serenity have gathered for a conclave.,The Council of Masters
1888,The village is shrouded in mists. Light the bonfire to clear it and provoke the Helarjar.,Into the Mists
1889,"The kvaldir are enraged at the loss of the mists. Survive their assault until the commanding helarjar arrives, then kill him.",Village of the Damned
1891,Vigfus continues to ignore your presence. Free his cargo of souls to draw him out.,The Stolen Souls
1896,Rescue Master Crane,The Cry of the Crane
1897,"With Master Crane's help, reach the west temple grounds",Journey to the East
1898,Chen Stormstout was leading a children's class when the attack began. Rescue him and the children!,Tangle with a Tiger
1899,Accompany Chen and the children back to the Temple.,Precious Cargo
1900,The Demon known as Jorvinax has opened a gigantic portal! You must close it before the Legion can turn the Peak of Serenity into a foothold.,Mastering the Odds
1901,With Jorvinax dead the portal is left unguarded. Find a way to destroy it!,Portal Problems
1902,Follow Geth'xun's trail of fel blood.,Demon Down
1905,Defeat the devouring imps.,Corruption in the Deep
1906,Follow Geth'xun's trail of fel blood.,Hot on the Trail
1907,Defeat the Corrupted Gyreworm.,Cleansing the Earth
1908,Follow the trail to find Geth'xun.,The Demon Below
1909,Acquire the Doomhammer!,The Doomhmamer Calls
1910,Use the Doomhammer to destroy Geth'xun.,Finishing the Job
1911,Help Stormcaller Mylra.,A Ring Eternal
1912,The Bladewind has made an appearance. Slay him!,Vigfus Himself
1913,"The Bladewind is escaping into the shallows, find and kill him.",On The Trail
1914,The Warswords of the Bladewind are yours. Take them.,The Warswords
1926,Defeat the Iceborn Conjurer.,The Frozen Halls
1927,The servants of the Lich King have conjured walls of ice to block your path. Destroy them.,Meltdown
1928,Survive the assault of the burning dead.,Hot On The Trail
1929,Slay Lyandra Sunstrider.,Playing With Fire
1930,Felo'melorn is yours. Take it.,The Flamestrike
1931,Defend against the Legion threat at the Orgrimmar Rear Gate.,Defend the Rear Gate
1932,Defend against the Legion threat at Kharanos.,Defend Kharanos
1939,Free Allari from her chains.,Picking Up the Pieces
1940,Cut through the demon hordes and destroy their portals.,Their Blood Will Flow
